Dre Gene ID	Dre Protein ID	Dre Gene Name	Pka Gene ID	Pka Protein ID	Pka Gene Name
ENSDARP00000132009	ENSDARG00000104228	lypla1	ENSPKIP00000029714	ENSPKIG00000010847	lypla1
ENSDARP00000133028	ENSDARG00000102338	ptar1	ENSPKIP00000014084	ENSPKIG00000001266	ptar1
ENSDARP00000020667	ENSDARG00000075963	mhc1uba	ENSPKIP00000000654	ENSPKIG00000019237	
ENSDARP00000026769	ENSDARG00000009950	edf1	ENSPKIP00000025475	ENSPKIG00000008336	edf1
ENSDARP00000086969	ENSDARG00000063357	gpr45	ENSPKIP00000031384	ENSPKIG00000011893	gpr45
ENSDARP00000085142	ENSDARG00000062594	coq7	ENSPKIP00000029479	ENSPKIG00000010695	COQ7
ENSDARP00000117097	ENSDARG00000093997	si:dkey-9i23.15	ENSPKIP00000001503	ENSPKIG00000019768	si:dkey-74k8.3
ENSDARP00000061662	ENSDARG00000042072	fbxl17	ENSPKIP00000040893	ENSPKIG00000017679	fbxl17
ENSDARP00000067113	ENSDARG00000096995	fbxl22	ENSPKIP00000023905	ENSPKIG00000007359	fbxl22
ENSDARP00000128704	ENSDARG00000025335	nek10	ENSPKIP00000029698	ENSPKIG00000010756	nek10
ENSDARP00000120046	ENSDARG00000062964	si:dkey-246g23.2	ENSPKIP00000017626	ENSPKIG00000003451	si:dkey-246g23.2
ENSDARP00000032843	ENSDARG00000025212	ints11	ENSPKIP00000025126	ENSPKIG00000008091	ints11
ENSDARP00000128216	ENSDARG00000097606	tmem82	ENSPKIP00000029021	ENSPKIG00000010434	tmem82
ENSDARP00000121440	ENSDARG00000093065	ubac2	ENSPKIP00000020241	ENSPKIG00000005076	ubac2
ENSDARP00000032062	ENSDARG00000023768	slc60a1a	ENSPKIP00000012650	ENSPKIG00000000378	slc60a1a
ENSDARP00000140448	ENSDARG00000100021	plaat1	ENSPKIP00000013947	ENSPKIG00000001183	plaat1
ENSDARP00000118761	ENSDARG00000077513	ppp1r3da	ENSPKIP00000020835	ENSPKIG00000005481	ppp1r3db
ENSDARP00000109774	ENSDARG00000087381	tcf23	ENSPKIP00000036514	ENSPKIG00000015058	tcf23
ENSDARP00000111063	ENSDARG00000045842	zgc:113263	ENSPKIP00000012469	ENSPKIG00000000254	
ENSDARP00000048858	ENSDARG00000013058	ascc2	ENSPKIP00000002471	ENSPKIG00000020354	ascc2
ENSDARP00000111104	ENSDARG00000029472	afdna	ENSPKIP00000035800	ENSPKIG00000014569	afdna
ENSDARP00000128148	ENSDARG00000070040	zgc:162344	ENSPKIP00000040411	ENSPKIG00000017388	zgc:162344
ENSDARP00000127300	ENSDARG00000030116	susd6	ENSPKIP00000015052	ENSPKIG00000001823	susd6
ENSDARP00000019859	ENSDARG00000079271	dcxr	ENSPKIP00000025033	ENSPKIG00000008044	dcxr
ENSDARP00000122679	ENSDARG00000079933	si:dkey-5g14.1	ENSPKIP00000006357	ENSPKIG00000022672	si:dkey-5g14.1
ENSDARP00000050602	ENSDARG00000030765	hadh	ENSPKIP00000032982	ENSPKIG00000012813	hadh
ENSDARP00000104418	ENSDARG00000078433	spc25	ENSPKIP00000012877	ENSPKIG00000000518	spc25
ENSDARP00000094415	ENSDARG00000030278	idh3a	ENSPKIP00000013495	ENSPKIG00000000910	IDH3A
ENSDARP00000143759	ENSDARG00000027016	gbf1	ENSPKIP00000028840	ENSPKIG00000010267	gbf1
ENSDARP00000063532	ENSDARG00000043279	aqp12	ENSPKIP00000015853	ENSPKIG00000002404	aqp12
ENSDARP00000135519	ENSDARG00000104889	kpnb1	ENSPKIP00000040742	ENSPKIG00000017563	kpnb1
ENSDARP00000021916	ENSDARG00000017299	fabp4a	ENSPKIP00000023323	ENSPKIG00000007006	
ENSDARP00000121751	ENSDARG00000095606	si:dkeyp-51f12.2	ENSPKIP00000014220	ENSPKIG00000001367	si:dkeyp-51f12.2
ENSDARP00000113837	ENSDARG00000058598	sox18	ENSPKIP00000001701	ENSPKIG00000019898	sox18
ENSDARP00000140159	ENSDARG00000101975	si:dkey-225f5.4	ENSPKIP00000035385	ENSPKIG00000014367	
ENSDARP00000048752	ENSDARG00000030789	ddx18	ENSPKIP00000013839	ENSPKIG00000001118	ddx18
ENSDARP00000052364	ENSDARG00000036073	cebpg	ENSPKIP00000022664	ENSPKIG00000006578	cebpg
ENSDARP00000054876	ENSDARG00000037677	fgf24	ENSPKIP00000013108	ENSPKIG00000000666	fgf24
ENSDARP00000075873	ENSDARG00000058553	sprb	ENSPKIP00000038307	ENSPKIG00000016133	sprb
ENSDARP00000109497	ENSDARG00000042566	rps7	ENSPKIP00000017025	ENSPKIG00000003098	rps7
ENSDARP00000025191	ENSDARG00000007727	rgl2	ENSPKIP00000026449	ENSPKIG00000008901	rgl2
ENSDARP00000095888	ENSDARG00000071203	sptssa	ENSPKIP00000015647	ENSPKIG00000002293	sptssa
ENSDARP00000010986	ENSDARG00000012347	nacad	ENSPKIP00000006276	ENSPKIG00000022623	nacad
ENSDARP00000131657	ENSDARG00000102717	tmem42a	ENSPKIP00000035278	ENSPKIG00000014304	tmem42a
ENSDARP00000130914	ENSDARG00000098647	ankdd1a	ENSPKIP00000039930	ENSPKIG00000017082	ankdd1a
ENSDARP00000098410	ENSDARG00000078853	arhgef19	ENSPKIP00000013844	ENSPKIG00000001105	arhgef19
ENSDARP00000109178	ENSDARG00000087749	ccser2a	ENSPKIP00000013019	ENSPKIG00000000607	ccser2a
ENSDARP00000143654	ENSDARG00000060917	anln	ENSPKIP00000028769	ENSPKIG00000010284	anln
ENSDARP00000066962	ENSDARG00000045543	atp6v1f	ENSPKIP00000025811	ENSPKIG00000008542	atp6v1f
ENSDARP00000154037	ENSDARG00000101018	ptdss2	ENSPKIP00000004500	ENSPKIG00000021568	ptdss2
ENSDARP00000094247	ENSDARG00000070475	khdrbs1b	ENSPKIP00000009674	ENSPKIG00000024687	khdrbs1b
ENSDARP00000118079	ENSDARG00000079751	megf8	ENSPKIP00000003413	ENSPKIG00000020889	megf8
ENSDARP00000069708	ENSDARG00000053217	cox7a2a	ENSPKIP00000004903	ENSPKIG00000021810	cox7a2a
ENSDARP00000152388	ENSDARG00000078481	ogfod3	ENSPKIP00000005029	ENSPKIG00000021877	ogfod3
ENSDARP00000102458	ENSDARG00000074565	pusl1	ENSPKIP00000015919	ENSPKIG00000002447	pusl1
ENSDARP00000067432	ENSDARG00000045877	ube2nb	ENSPKIP00000041574	ENSPKIG00000018073	
ENSDARP00000148027	ENSDARG00000077419	nectin4a	ENSPKIP00000024455	ENSPKIG00000007710	
ENSDARP00000078516	ENSDARG00000060002	ogg1	ENSPKIP00000030723	ENSPKIG00000011480	ogg1
ENSDARP00000050752	ENSDARG00000032639	cd36	ENSPKIP00000017308	ENSPKIG00000003276	cd36
ENSDARP00000046780	ENSDARG00000032997	rnf185	ENSPKIP00000040184	ENSPKIG00000017239	rnf185
ENSDARP00000127594	ENSDARG00000074323	drc8	ENSPKIP00000023222	ENSPKIG00000006927	DRC8
ENSDARP00000105957	ENSDARG00000090851	ciita	ENSPKIP00000011405	ENSPKIG00000018513	CIITA
ENSDARP00000036649	ENSDARG00000026902	cryzl1	ENSPKIP00000025580	ENSPKIG00000008403	cryzl1
ENSDARP00000072160	ENSDARG00000055357	leo1	ENSPKIP00000004078	ENSPKIG00000021315	leo1
ENSDARP00000122327	ENSDARG00000079637	alpk2	ENSPKIP00000022715	ENSPKIG00000006613	
ENSDARP00000003126	ENSDARG00000002760	gdf5	ENSPKIP00000007199	ENSPKIG00000023191	gdf5
ENSDARP00000030077	ENSDARG00000027403	zgpat	ENSPKIP00000031662	ENSPKIG00000012056	zgpat
ENSDARP00000107580	ENSDARG00000043624	slc66a1	ENSPKIP00000026872	ENSPKIG00000009165	slc66a1
ENSDARP00000040277	ENSDARG00000031372	efna2a	ENSPKIP00000032122	ENSPKIG00000012338	efna2b
ENSDARP00000153566	ENSDARG00000007751	lmnl3	ENSPKIP00000000071	ENSPKIG00000018883	lmnl3
ENSDARP00000005794	ENSDARG00000010432	eaf2	ENSPKIP00000002144	ENSPKIG00000020151	eaf2
ENSDARP00000002609	ENSDARG00000010381	rnf2	ENSPKIP00000021551	ENSPKIG00000005901	rnf2
ENSDARP00000064865	ENSDARG00000044183	prkab1a	ENSPKIP00000007914	ENSPKIG00000023624	prkab1b
ENSDARP00000117221	ENSDARG00000076473	trim37	ENSPKIP00000034264	ENSPKIG00000013661	trim37
ENSDARP00000088395	ENSDARG00000067777	hspb11	ENSPKIP00000030045	ENSPKIG00000011052	hspb11
ENSDARP00000155361	ENSDARG00000099476	zgc:174863	ENSPKIP00000021038	ENSPKIG00000005598	
ENSDARP00000098032	ENSDARG00000074708	armc3	ENSPKIP00000029869	ENSPKIG00000010944	armc3
ENSDARP00000091709	ENSDARG00000069388	tmem88b	ENSPKIP00000013049	ENSPKIG00000000630	
ENSDARP00000025821	ENSDARG00000004306	klhl18	ENSPKIP00000018528	ENSPKIG00000004058	klhl18
ENSDARP00000146102	ENSDARG00000096670	si:ch211-1f22.16	ENSPKIP00000002504	ENSPKIG00000020366	
ENSDARP00000018179	ENSDARG00000008407	tspan7	ENSPKIP00000033056	ENSPKIG00000012905	tspan7
ENSDARP00000098929	ENSDARG00000063354	abtb1	ENSPKIP00000021688	ENSPKIG00000005980	abtb1
ENSDARP00000079302	ENSDARG00000060320	dcaf5	ENSPKIP00000014837	ENSPKIG00000001762	dcaf5
ENSDARP00000074004	ENSDARG00000056985	tpte	ENSPKIP00000004357	ENSPKIG00000021473	tpte
ENSDARP00000113097	ENSDARG00000036754	hmgn3	ENSPKIP00000008735	ENSPKIG00000024106	HMGN3
ENSDARP00000138597	ENSDARG00000104125	ttc6	ENSPKIP00000036905	ENSPKIG00000015307	
ENSDARP00000121110	ENSDARG00000071671	nudt22	ENSPKIP00000035163	ENSPKIG00000014224	nudt22
ENSDARP00000073887	ENSDARG00000057027	rtn2b	ENSPKIP00000036325	ENSPKIG00000014937	rtn2b
ENSDARP00000063628	ENSDARG00000103866	nitr3r.1l	ENSPKIP00000017345	ENSPKIG00000003295	si:busm1-169i8.11
ENSDARP00000015167	ENSDARG00000002385	atm	ENSPKIP00000032528	ENSPKIG00000012515	atm
ENSDARP00000112635	ENSDARG00000028163	prg4b	ENSPKIP00000023766	ENSPKIG00000007268	prg4b
ENSDARP00000136595	ENSDARG00000103623	npy7r	ENSPKIP00000024797	ENSPKIG00000007910	npy7r
ENSDARP00000081199	ENSDARG00000061095	stk36	ENSPKIP00000000730	ENSPKIG00000019285	stk36
ENSDARP00000092960	ENSDARG00000012763	arl13b	ENSPKIP00000031278	ENSPKIG00000011815	arl13b
ENSDARP00000058384	ENSDARG00000039915	bola1	ENSPKIP00000027859	ENSPKIG00000009727	bola1
ENSDARP00000146476	ENSDARG00000042799	atpaf1	ENSPKIP00000016943	ENSPKIG00000003063	atpaf1
ENSDARP00000103640	ENSDARG00000022807	pitpnc1b	ENSPKIP00000032510	ENSPKIG00000012579	pitpnc1b
ENSDARP00000070020	ENSDARG00000053505	fbxo22	ENSPKIP00000025517	ENSPKIG00000008362	fbxo22
ENSDARP00000136961	ENSDARG00000104938	ftsj3	ENSPKIP00000032945	ENSPKIG00000012838	FTSJ3
ENSDARP00000021216	ENSDARG00000005828	faima	ENSPKIP00000014134	ENSPKIG00000001313	faima
ENSDARP00000052321	ENSDARG00000017474	zgc:110699	ENSPKIP00000033070	ENSPKIG00000012910	zgc:110699
ENSDARP00000001845	ENSDARG00000031885	psmb12	ENSPKIP00000000813	ENSPKIG00000019337	psmb12
ENSDARP00000119567	ENSDARG00000045017	pdrg1	ENSPKIP00000020785	ENSPKIG00000005436	pdrg1
ENSDARP00000038835	ENSDARG00000024877	ptgr1.1	ENSPKIP00000038884	ENSPKIG00000016407	ptgr1.1
ENSDARP00000118870	ENSDARG00000006546	ak4	ENSPKIP00000034827	ENSPKIG00000014010	AK3
ENSDARP00000132931	ENSDARG00000100719	uraha	ENSPKIP00000001951	ENSPKIG00000020038	urahb
ENSDARP00000095178	ENSDARG00000070873	ccl25b	ENSPKIP00000026966	ENSPKIG00000009232	
ENSDARP00000121328	ENSDARG00000116713	nppcl2	ENSPKIP00000005540	ENSPKIG00000022179	
ENSDARP00000087416	ENSDARG00000063563	creb3l2	ENSPKIP00000027107	ENSPKIG00000009299	creb3l2
ENSDARP00000115481	ENSDARG00000094253	b3galt9	ENSPKIP00000018866	ENSPKIG00000004266	b3galt9
ENSDARP00000054847	ENSDARG00000037654	pmm2	ENSPKIP00000002506	ENSPKIG00000020367	pmm2
ENSDARP00000121952	ENSDARG00000068199	pld3	ENSPKIP00000020565	ENSPKIG00000005278	pld3
ENSDARP00000002156	ENSDARG00000016396	fam219aa	ENSPKIP00000036746	ENSPKIG00000015193	fam219ab
ENSDARP00000030796	ENSDARG00000022550	gxylt1b	ENSPKIP00000004389	ENSPKIG00000021508	gxylt1b
ENSDARP00000102393	ENSDARG00000079382	hdx	ENSPKIP00000005741	ENSPKIG00000022290	hdx
ENSDARP00000115348	ENSDARG00000062052	casp2	ENSPKIP00000010439	ENSPKIG00000025158	casp2
ENSDARP00000037007	ENSDARG00000011042	pgbd5	ENSPKIP00000021453	ENSPKIG00000005843	pgbd5
ENSDARP00000141281	ENSDARG00000104103	rps6kc1	ENSPKIP00000020896	ENSPKIG00000005516	RPS6KC1
ENSDARP00000129270	ENSDARG00000075008	pask	ENSPKIP00000036122	ENSPKIG00000014802	pask
ENSDARP00000005837	ENSDARG00000006413	rpl38	ENSPKIP00000031327	ENSPKIG00000011849	rpl38
ENSDARP00000002223	ENSDARG00000018002	eci1	ENSPKIP00000041446	ENSPKIG00000017987	eci1
ENSDARP00000053875	ENSDARG00000037067	dnajc22	ENSPKIP00000010571	ENSPKIG00000025244	dnajc22
ENSDARP00000113296	ENSDARG00000007795	cst3	ENSPKIP00000003713	ENSPKIG00000021108	zgc:163030
ENSDARP00000134801	ENSDARG00000102765	lonp1	ENSPKIP00000012033	ENSPKIG00000025624	LONP1
ENSDARP00000082510	ENSDARG00000074226	zgc:158398	ENSPKIP00000040180	ENSPKIG00000017229	
ENSDARP00000093632	ENSDARG00000078473	nucks1a	ENSPKIP00000030943	ENSPKIG00000011625	nucks1b
ENSDARP00000126822	ENSDARG00000086184	fbxo48	ENSPKIP00000019569	ENSPKIG00000004681	fbxo48
ENSDARP00000058288	ENSDARG00000039850	dusp22b	ENSPKIP00000026155	ENSPKIG00000008750	dusp22b
ENSDARP00000022916	ENSDARG00000010831	churc1	ENSPKIP00000006615	ENSPKIG00000022819	churc1
ENSDARP00000113369	ENSDARG00000054799	rfc1	ENSPKIP00000019044	ENSPKIG00000004363	rfc1
ENSDARP00000124010	ENSDARG00000027222	adgrg1	ENSPKIP00000018029	ENSPKIG00000003742	adgrg1
ENSDARP00000044269	ENSDARG00000012368	ttc21b	ENSPKIP00000013170	ENSPKIG00000000679	ttc21b
ENSDARP00000068400	ENSDARG00000052118	adamtsl5	ENSPKIP00000039097	ENSPKIG00000016593	adamtsl5
ENSDARP00000117536	ENSDARG00000004866	mindy1	ENSPKIP00000012329	ENSPKIG00000000158	mindy1
ENSDARP00000132754	ENSDARG00000101569	ppargc1b	ENSPKIP00000001455	ENSPKIG00000019743	ppargc1b
ENSDARP00000125737	ENSDARG00000027599	fam221a	ENSPKIP00000031981	ENSPKIG00000012259	fam221a
ENSDARP00000101059	ENSDARG00000074507	rmdn1	ENSPKIP00000008072	ENSPKIG00000023728	rmdn1
ENSDARP00000033139	ENSDARG00000024295	slc11a2	ENSPKIP00000020725	ENSPKIG00000005345	SLC11A2
ENSDARP00000018746	ENSDARG00000007125	asb6	ENSPKIP00000009216	ENSPKIG00000024415	asb6
ENSDARP00000109185	ENSDARG00000088091	pfn1	ENSPKIP00000021256	ENSPKIG00000005731	
ENSDARP00000114759	ENSDARG00000055570	gpr61	ENSPKIP00000036777	ENSPKIG00000015223	gpr61
ENSDARP00000128295	ENSDARG00000074667	akt1s1	ENSPKIP00000004140	ENSPKIG00000021374	akt1s1
ENSDARP00000099455	ENSDARG00000074720	si:ch211-51h9.7	ENSPKIP00000008113	ENSPKIG00000023755	si:ch211-51h9.7
ENSDARP00000154756	ENSDARG00000004472	atat1	ENSPKIP00000030141	ENSPKIG00000011099	ATAT1
ENSDARP00000128300	ENSDARG00000097819	znf576.1	ENSPKIP00000009417	ENSPKIG00000024537	
ENSDARP00000115144	ENSDARG00000086679	si:ch211-197l9.5	ENSPKIP00000008479	ENSPKIG00000023952	si:ch211-197l9.5
ENSDARP00000127965	ENSDARG00000096867	clmna	ENSPKIP00000006344	ENSPKIG00000022663	
ENSDARP00000083233	ENSDARG00000061889	ppcs	ENSPKIP00000033079	ENSPKIG00000012923	
ENSDARP00000093160	ENSDARG00000070012	sesn2	ENSPKIP00000028918	ENSPKIG00000010367	sesn2
ENSDARP00000117990	ENSDARG00000054696	psmb4	ENSPKIP00000009921	ENSPKIG00000024828	psmb4
ENSDARP00000117738	ENSDARG00000031533	ap5m1	ENSPKIP00000014686	ENSPKIG00000001673	ap5m1
ENSDARP00000111103	ENSDARG00000091085	lepa	ENSPKIP00000036722	ENSPKIG00000015187	lepa
ENSDARP00000030536	ENSDARG00000011926	tpgs2	ENSPKIP00000040362	ENSPKIG00000017360	tpgs2
ENSDARP00000036300	ENSDARG00000022952	zgc:66448	ENSPKIP00000009441	ENSPKIG00000024558	zgc:66448
ENSDARP00000091866	ENSDARG00000086411	srsf10b	ENSPKIP00000017361	ENSPKIG00000003304	srsf10b
ENSDARP00000010253	ENSDARG00000009871	snrpc	ENSPKIP00000014695	ENSPKIG00000001671	SNRPC
ENSDARP00000072127	ENSDARG00000042993	prss1	ENSPKIP00000009465	ENSPKIG00000024567	prss1
ENSDARP00000031665	ENSDARG00000027249	btg1	ENSPKIP00000020181	ENSPKIG00000005055	btg1
ENSDARP00000117100	ENSDARG00000075314	zgc:174906	ENSPKIP00000016614	ENSPKIG00000002862	
ENSDARP00000114752	ENSDARG00000093366	acer3	ENSPKIP00000021979	ENSPKIG00000006173	acer3
ENSDARP00000122416	ENSDARG00000067591	puraa	ENSPKIP00000003833	ENSPKIG00000021168	puraa
ENSDARP00000097404	ENSDARG00000037503	thoc2	ENSPKIP00000004799	ENSPKIG00000021719	thoc2
ENSDARP00000100602	ENSDARG00000078647	samsn1b	ENSPKIP00000020687	ENSPKIG00000005363	samsn1a
ENSDARP00000129696	ENSDARG00000044341	chst7	ENSPKIP00000006432	ENSPKIG00000022718	chst7
ENSDARP00000096950	ENSDARG00000074849	rac1a	ENSPKIP00000037181	ENSPKIG00000015464	RAC1
ENSDARP00000094826	ENSDARG00000070686	cdipt	ENSPKIP00000041732	ENSPKIG00000018156	cdipt
ENSDARP00000007438	ENSDARG00000009113	pigc	ENSPKIP00000026461	ENSPKIG00000008938	pigc
ENSDARP00000038002	ENSDARG00000001882	kbtbd12	ENSPKIP00000013358	ENSPKIG00000000831	kbtbd12
ENSDARP00000061069	ENSDARG00000041665	mkrn1	ENSPKIP00000012692	ENSPKIG00000000407	mkrn1
ENSDARP00000042874	ENSDARG00000031278	si:ch73-193i2.2	ENSPKIP00000016624	ENSPKIG00000002860	si:ch73-193i2.2
ENSDARP00000124376	ENSDARG00000028688	exosc2	ENSPKIP00000018883	ENSPKIG00000004271	exosc2
ENSDARP00000122994	ENSDARG00000035859	angptl4	ENSPKIP00000024926	ENSPKIG00000007986	angptl4
ENSDARP00000067034	ENSDARG00000045594	shisal1a	ENSPKIP00000005809	ENSPKIG00000022343	SHISAL1
ENSDARP00000126132	ENSDARG00000070228	cdk6	ENSPKIP00000013556	ENSPKIG00000000942	cdk6
ENSDARP00000064079	ENSDARG00000043640	cenpn	ENSPKIP00000013064	ENSPKIG00000000636	cenpn
ENSDARP00000075634	ENSDARG00000058346	sass6	ENSPKIP00000014396	ENSPKIG00000001454	sass6
ENSDARP00000056789	ENSDARG00000038901	tmem256	ENSPKIP00000031973	ENSPKIG00000012256	TMEM256
ENSDARP00000120844	ENSDARG00000000423	si:ch73-314g15.3	ENSPKIP00000039492	ENSPKIG00000016832	si:ch73-314g15.3
ENSDARP00000045532	ENSDARG00000030981	tmem127	ENSPKIP00000035888	ENSPKIG00000014662	tmem127
ENSDARP00000080636	ENSDARG00000029482	ush2a	ENSPKIP00000040923	ENSPKIG00000017694	
ENSDARP00000020932	ENSDARG00000015907	dcbld1	ENSPKIP00000035410	ENSPKIG00000014358	dcbld1
ENSDARP00000115099	ENSDARG00000059763	gabrd	ENSPKIP00000032149	ENSPKIG00000012348	gabrd
ENSDARP00000078963	ENSDARG00000060197	atp2c1	ENSPKIP00000034417	ENSPKIG00000013753	atp2c1
ENSDARP00000105811	ENSDARG00000077811	sox11a	ENSPKIP00000002601	ENSPKIG00000020439	sox11a
ENSDARP00000015008	ENSDARG00000017844	copz1	ENSPKIP00000022002	ENSPKIG00000006185	copz1
ENSDARP00000136473	ENSDARG00000103184	pamr1a	ENSPKIP00000012239	ENSPKIG00000000097	pamr1b
ENSDARP00000050406	ENSDARG00000056954	si:dkeyp-38g8.5	ENSPKIP00000020410	ENSPKIG00000005205	si:dkeyp-38g8.5
ENSDARP00000126429	ENSDARG00000062934	gpr12	ENSPKIP00000034085	ENSPKIG00000013557	gpr12
ENSDARP00000081911	ENSDARG00000061378	smg8	ENSPKIP00000035982	ENSPKIG00000014728	smg8
ENSDARP00000132016	ENSDARG00000099654	marveld3	ENSPKIP00000027025	ENSPKIG00000009262	marveld3
ENSDARP00000113041	ENSDARG00000095347	si:dkeyp-72h1.1	ENSPKIP00000001835	ENSPKIG00000019973	
ENSDARP00000092035	ENSDARG00000044276	spp1	ENSPKIP00000005987	ENSPKIG00000022451	
ENSDARP00000136149	ENSDARG00000103435	sorbs1	ENSPKIP00000020781	ENSPKIG00000005306	sorbs1
ENSDARP00000126082	ENSDARG00000091962	rundc1	ENSPKIP00000011615	ENSPKIG00000018627	rundc1
ENSDARP00000017622	ENSDARG00000004687	acaa1	ENSPKIP00000031022	ENSPKIG00000011666	acaa1
ENSDARP00000094181	ENSDARG00000070453	gch1	ENSPKIP00000020031	ENSPKIG00000004964	gch1
ENSDARP00000096709	ENSDARG00000075718	rpz5	ENSPKIP00000027962	ENSPKIG00000009799	rpz5
ENSDARP00000128677	ENSDARG00000074137	c2cd3	ENSPKIP00000009053	ENSPKIG00000024301	c2cd3
ENSDARP00000140260	ENSDARG00000098080	gnl2	ENSPKIP00000020780	ENSPKIG00000005438	gnl2
ENSDARP00000034175	ENSDARG00000023950	znhit3	ENSPKIP00000039004	ENSPKIG00000016556	znhit3
ENSDARP00000091436	ENSDARG00000069269	wdr35	ENSPKIP00000007002	ENSPKIG00000023031	wdr35
ENSDARP00000111869	ENSDARG00000035309	entpd3	ENSPKIP00000032318	ENSPKIG00000012457	entpd3
ENSDARP00000117813	ENSDARG00000077151	cbln2b	ENSPKIP00000021962	ENSPKIG00000006164	cbln2b
ENSDARP00000118501	ENSDARG00000001975	hsd11b2	ENSPKIP00000003742	ENSPKIG00000021107	hsd11b2
ENSDARP00000112925	ENSDARG00000041947	styk1b	ENSPKIP00000010392	ENSPKIG00000025125	styk1b
ENSDARP00000087357	ENSDARG00000094258	commd9	ENSPKIP00000004540	ENSPKIG00000021605	commd9
ENSDARP00000137002	ENSDARG00000101291	txndc11	ENSPKIP00000035302	ENSPKIG00000014319	txndc11
ENSDARP00000033868	ENSDARG00000027046	scyl3	ENSPKIP00000023867	ENSPKIG00000007332	scyl3
ENSDARP00000037207	ENSDARG00000028559	marchf5l	ENSPKIP00000036624	ENSPKIG00000015119	marchf5l
ENSDARP00000122898	ENSDARG00000057248	sclt1	ENSPKIP00000031930	ENSPKIG00000012230	sclt1
ENSDARP00000036626	ENSDARG00000045391	cd226	ENSPKIP00000022262	ENSPKIG00000006347	cd226
ENSDARP00000119493	ENSDARG00000095623	dpm2	ENSPKIP00000004313	ENSPKIG00000021474	dpm2
ENSDARP00000104984	ENSDARG00000088690	ddias	ENSPKIP00000036775	ENSPKIG00000015222	
ENSDARP00000102751	ENSDARG00000075151	ifi27.7	ENSPKIP00000041674	ENSPKIG00000018135	
ENSDARP00000112564	ENSDARG00000077721	knop1	ENSPKIP00000017240	ENSPKIG00000003248	
ENSDARP00000070891	ENSDARG00000054271	cdkn1bb	ENSPKIP00000004851	ENSPKIG00000021775	CDKN1B
ENSDARP00000119672	ENSDARG00000070239	knl1	ENSPKIP00000017105	ENSPKIG00000003148	
ENSDARP00000151097	ENSDARG00000104149	rraga	ENSPKIP00000004988	ENSPKIG00000021851	rraga
ENSDARP00000128045	ENSDARG00000055288	prelid3a	ENSPKIP00000037274	ENSPKIG00000015520	prelid3a
ENSDARP00000095989	ENSDARG00000029874	khk	ENSPKIP00000023930	ENSPKIG00000007365	khk
ENSDARP00000141473	ENSDARG00000053019	rnft2	ENSPKIP00000032597	ENSPKIG00000012630	rnft2
ENSDARP00000050911	ENSDARG00000035149	pex12	ENSPKIP00000033428	ENSPKIG00000013143	pex12
ENSDARP00000121132	ENSDARG00000005176	zgc:101040	ENSPKIP00000012479	ENSPKIG00000000263	zgc:101040
ENSDARP00000087790	ENSDARG00000077830	borcs5	ENSPKIP00000011837	ENSPKIG00000018764	borcs5
ENSDARP00000142825	ENSDARG00000105544	si:ch1073-363c19.3	ENSPKIP00000025871	ENSPKIG00000008569	
ENSDARP00000032739	ENSDARG00000023584	cdc7	ENSPKIP00000018352	ENSPKIG00000003934	cdc7
ENSDARP00000008364	ENSDARG00000019529	parp1	ENSPKIP00000021872	ENSPKIG00000006039	parp1
ENSDARP00000058937	ENSDARG00000040277	fbxo32	ENSPKIP00000037229	ENSPKIG00000015472	fbxo32
ENSDARP00000064994	ENSDARG00000044267	sumo1	ENSPKIP00000017758	ENSPKIG00000003552	sumo1
ENSDARP00000054980	ENSDARG00000037739	zgc:112980	ENSPKIP00000040013	ENSPKIG00000017123	
ENSDARP00000112838	ENSDARG00000092903	zgc:153317	ENSPKIP00000000174	ENSPKIG00000018939	zgc:153317
ENSDARP00000107238	ENSDARG00000059097	nktr	ENSPKIP00000030220	ENSPKIG00000011161	nktr
ENSDARP00000074674	ENSDARG00000057529	itpa	ENSPKIP00000018513	ENSPKIG00000004044	ITPA
ENSDARP00000118571	ENSDARG00000029057	tm6sf2b	ENSPKIP00000028104	ENSPKIG00000009889	tm6sf2a
ENSDARP00000003318	ENSDARG00000052623	bsdc1	ENSPKIP00000024780	ENSPKIG00000007898	bsdc1
ENSDARP00000056845	ENSDARG00000038941	ppp1r1c	ENSPKIP00000004649	ENSPKIG00000021660	ppp1r1c
ENSDARP00000142845	ENSDARG00000013526	svep1	ENSPKIP00000037310	ENSPKIG00000015493	svep1
ENSDARP00000110597	ENSDARG00000046081	bloc1s2	ENSPKIP00000015169	ENSPKIG00000001971	bloc1s2
ENSDARP00000119955	ENSDARG00000075143	nanp	ENSPKIP00000024269	ENSPKIG00000007595	nanp
ENSDARP00000111198	ENSDARG00000091768	dclre1a	ENSPKIP00000028954	ENSPKIG00000010390	dclre1a
ENSDARP00000129079	ENSDARG00000059695	dusp28	ENSPKIP00000031707	ENSPKIG00000012080	dusp28
ENSDARP00000011778	ENSDARG00000009640	psmb1	ENSPKIP00000025110	ENSPKIG00000008096	psmb1
ENSDARP00000003103	ENSDARG00000003965	tlx1	ENSPKIP00000016073	ENSPKIG00000002563	tlx1
ENSDARP00000127337	ENSDARG00000079457	faap100	ENSPKIP00000033841	ENSPKIG00000013401	FAAP100
ENSDARP00000004582	ENSDARG00000009488	gipc2	ENSPKIP00000026533	ENSPKIG00000008980	gipc2
