Eel Gene ID	Eel Protein ID	Eel Gene Name	Pka Gene ID	Pka Protein ID	Pka Gene Name
ENSEEEP00000031548	ENSEEEG00000015091	zbtb10	ENSPKIP00000023073	ENSPKIG00000006844	zbtb10
ENSEEEP00000042247	ENSEEEG00000019954	ZNF593	ENSPKIP00000013070	ENSPKIG00000000619	znf593
ENSEEEP00000047814	ENSEEEG00000022506		ENSPKIP00000038438	ENSPKIG00000016217	
ENSEEEP00000047811	ENSEEEG00000022502	si:ch211-202f3.3	ENSPKIP00000038371	ENSPKIG00000016175	
ENSEEEP00000031544	ENSEEEG00000015090	tpd52	ENSPKIP00000023115	ENSPKIG00000006872	tpd52
ENSEEEP00000005189	ENSEEEG00000002706	PTTG1	ENSPKIP00000022423	ENSPKIG00000006435	
ENSEEEP00000002311	ENSEEEG00000001385	MPG	ENSPKIP00000003391	ENSPKIG00000020918	mpg
ENSEEEP00000048653	ENSEEEG00000022890	VWA7	ENSPKIP00000031205	ENSPKIG00000011785	vwa7
ENSEEEP00000036615	ENSEEEG00000017386	si:ch211-195e19.1	ENSPKIP00000013258	ENSPKIG00000000758	nat8
ENSEEEP00000031533	ENSEEEG00000015087	ZNF704	ENSPKIP00000011412	ENSPKIG00000018510	znf704
ENSEEEP00000046105	ENSEEEG00000021726	TNMD	ENSPKIP00000004085	ENSPKIG00000021331	tnmd
ENSEEEP00000045750	ENSEEEG00000021569	pgpep1l	ENSPKIP00000034875	ENSPKIG00000014042	pgpep1l
ENSEEEP00000035886	ENSEEEG00000017067	RPAP1	ENSPKIP00000006451	ENSPKIG00000022720	rpap1
ENSEEEP00000028346	ENSEEEG00000013624	SF3A3	ENSPKIP00000019652	ENSPKIG00000004719	sf3a3
ENSEEEP00000012843	ENSEEEG00000006450	R3HCC1L	ENSPKIP00000037688	ENSPKIG00000015770	r3hcc1l
ENSEEEP00000062128	ENSEEEG00000026026	itpkcb	ENSPKIP00000030971	ENSPKIG00000011642	itpkca
ENSEEEP00000005197	ENSEEEG00000002710	foxi3b	ENSPKIP00000022333	ENSPKIG00000006380	foxi3b
ENSEEEP00000048608	ENSEEEG00000022872	C19orf54	ENSPKIP00000030913	ENSPKIG00000011611	actmap
ENSEEEP00000029330	ENSEEEG00000014044	zgc:153441	ENSPKIP00000031578	ENSPKIG00000011928	crdhl
ENSEEEP00000005199	ENSEEEG00000002712	syce3	ENSPKIP00000022362	ENSPKIG00000006394	
ENSEEEP00000013981	ENSEEEG00000006949	DCAF5	ENSPKIP00000014837	ENSPKIG00000001762	dcaf5
ENSEEEP00000047797	ENSEEEG00000022497	Ipcef1	ENSPKIP00000003960	ENSPKIG00000021250	
ENSEEEP00000048605	ENSEEEG00000022870	SNRPA	ENSPKIP00000030890	ENSPKIG00000011587	snrpa
ENSEEEP00000051960	ENSEEEG00000024384	fhl1a	ENSPKIP00000004151	ENSPKIG00000021378	fhl1a
ENSEEEP00000049772	ENSEEEG00000023396	MYL7	ENSPKIP00000014304	ENSPKIG00000001411	myl7
ENSEEEP00000057705	ENSEEEG00000025564	PAG1	ENSPKIP00000023156	ENSPKIG00000006896	pag1
ENSEEEP00000051962	ENSEEEG00000024386	map7d3	ENSPKIP00000004195	ENSPKIG00000021403	map7d3
ENSEEEP00000031528	ENSEEEG00000015084	mrpl53	ENSPKIP00000023298	ENSPKIG00000006982	mrpl53
ENSEEEP00000052983	ENSEEEG00000027622		ENSPKIP00000030431	ENSPKIG00000011290	
ENSEEEP00000048599	ENSEEEG00000022869		ENSPKIP00000030855	ENSPKIG00000011566	
ENSEEEP00000053138	ENSEEEG00000014815	LRRTM2	ENSPKIP00000038055	ENSPKIG00000016003	lrrtm2
ENSEEEP00000031527	ENSEEEG00000015083	fabp11a	ENSPKIP00000023323	ENSPKIG00000007006	
ENSEEEP00000043311	ENSEEEG00000020459	zgc:64051	ENSPKIP00000020179	ENSPKIG00000005021	zgc:64051
ENSEEEP00000048593	ENSEEEG00000022862	TBRG1	ENSPKIP00000032039	ENSPKIG00000012274	tbrg1
ENSEEEP00000020153	ENSEEEG00000009840	POLR1A	ENSPKIP00000020917	ENSPKIG00000005468	polr1a
ENSEEEP00000018371	ENSEEEG00000009022	OTOR	ENSPKIP00000020502	ENSPKIG00000005251	OTOR
ENSEEEP00000004591	ENSEEEG00000002395	RNF220	ENSPKIP00000029771	ENSPKIG00000010882	rnf220a
ENSEEEP00000021988	ENSEEEG00000010678	lrguk	ENSPKIP00000020972	ENSPKIG00000005557	lrguk
ENSEEEP00000062940	ENSEEEG00000026165	S100A1	ENSPKIP00000004042	ENSPKIG00000021296	
ENSEEEP00000049766	ENSEEEG00000023391		ENSPKIP00000039892	ENSPKIG00000017080	car15
ENSEEEP00000005026	ENSEEEG00000002615	CEP68	ENSPKIP00000019553	ENSPKIG00000004675	cep68
ENSEEEP00000028355	ENSEEEG00000013629	LIN28A	ENSPKIP00000019312	ENSPKIG00000004532	lin28aa
ENSEEEP00000007734	ENSEEEG00000003888	SRP68	ENSPKIP00000023168	ENSPKIG00000006884	srp68
ENSEEEP00000046576	ENSEEEG00000021935	arhgap11a	ENSPKIP00000015996	ENSPKIG00000002508	arhgap11a
ENSEEEP00000042202	ENSEEEG00000019938		ENSPKIP00000035453	ENSPKIG00000014406	REXO5
ENSEEEP00000030673	ENSEEEG00000014677	tlr18	ENSPKIP00000029313	ENSPKIG00000010606	tlr18
ENSEEEP00000032398	ENSEEEG00000015448	lgals8a	ENSPKIP00000007713	ENSPKIG00000023498	lgals8b
ENSEEEP00000048573	ENSEEEG00000022860	CFAP45	ENSPKIP00000031917	ENSPKIG00000012181	cfap45
ENSEEEP00000018362	ENSEEEG00000009002	PCSK2	ENSPKIP00000020257	ENSPKIG00000005087	pcsk2
ENSEEEP00000042201	ENSEEEG00000019937	eri2	ENSPKIP00000035499	ENSPKIG00000014436	
ENSEEEP00000031451	ENSEEEG00000015046	zbtb8b	ENSPKIP00000009185	ENSPKIG00000024392	zbtb8b
ENSEEEP00000052805	ENSEEEG00000025592	PDIK1L	ENSPKIP00000019276	ENSPKIG00000004508	pdik1l
ENSEEEP00000042199	ENSEEEG00000019936	THUMPD1	ENSPKIP00000035589	ENSPKIG00000014491	thumpd1
ENSEEEP00000004988	ENSEEEG00000002596	sertad2b	ENSPKIP00000019445	ENSPKIG00000004619	
ENSEEEP00000032390	ENSEEEG00000015444	TMEM242	ENSPKIP00000007639	ENSPKIG00000023456	tmem242
ENSEEEP00000051963	ENSEEEG00000024387		ENSPKIP00000009916	ENSPKIG00000024827	
ENSEEEP00000004320	ENSEEEG00000002277	UTS2R	ENSPKIP00000004994	ENSPKIG00000021857	uts2r1
ENSEEEP00000048090	ENSEEEG00000022648	INTS12	ENSPKIP00000031646	ENSPKIG00000012046	ints12
ENSEEEP00000031450	ENSEEEG00000015044	HEYL	ENSPKIP00000009170	ENSPKIG00000024379	heyl
ENSEEEP00000056297	ENSEEEG00000027764	RASL10B	ENSPKIP00000033798	ENSPKIG00000013373	RASL10B
ENSEEEP00000004983	ENSEEEG00000002594	lgalslb	ENSPKIP00000019367	ENSPKIG00000004562	LGALSL
ENSEEEP00000013322	ENSEEEG00000006674	MCHR2	ENSPKIP00000038070	ENSPKIG00000016013	mchr2b
ENSEEEP00000021997	ENSEEEG00000010683		ENSPKIP00000020860	ENSPKIG00000005475	
ENSEEEP00000038081	ENSEEEG00000018087	ZNF622	ENSPKIP00000024946	ENSPKIG00000008000	znf622
ENSEEEP00000051964	ENSEEEG00000024388	adgrg4b	ENSPKIP00000009932	ENSPKIG00000024834	adgrg4b
ENSEEEP00000062937	ENSEEEG00000022649	arhgef38	ENSPKIP00000031585	ENSPKIG00000012009	arhgef38
ENSEEEP00000031523	ENSEEEG00000015080	uts2r5	ENSPKIP00000005010	ENSPKIG00000021869	uts2rl
ENSEEEP00000046569	ENSEEEG00000021932	GREM1	ENSPKIP00000015912	ENSPKIG00000002443	GREM1
ENSEEEP00000045340	ENSEEEG00000021399	socs1a	ENSPKIP00000032653	ENSPKIG00000012662	socs1a
ENSEEEP00000035002	ENSEEEG00000016642	CLEC18A	ENSPKIP00000002026	ENSPKIG00000020083	CLEC18C
ENSEEEP00000064365	ENSEEEG00000028735		ENSPKIP00000033991	ENSPKIG00000013489	
ENSEEEP00000063361	ENSEEEG00000020453	TM2D2	ENSPKIP00000012487	ENSPKIG00000000265	tm2d2
ENSEEEP00000031520	ENSEEEG00000015078	uts2r2	ENSPKIP00000005029	ENSPKIG00000021877	ogfod3
ENSEEEP00000004974	ENSEEEG00000002588	ECHS1	ENSPKIP00000017074	ENSPKIG00000003138	echs1
ENSEEEP00000008787	ENSEEEG00000004546	im:7138535	ENSPKIP00000040349	ENSPKIG00000017343	im:7138535
ENSEEEP00000058027	ENSEEEG00000026324	CD40LG	ENSPKIP00000040691	ENSPKIG00000017555	CD40LG
ENSEEEP00000054374	ENSEEEG00000001260	DDX42	ENSPKIP00000016715	ENSPKIG00000002901	ddx42
ENSEEEP00000013370	ENSEEEG00000013729	TSPAN17	ENSPKIP00000038118	ENSPKIG00000016032	tspan17
ENSEEEP00000031444	ENSEEEG00000015041	zgc:91944	ENSPKIP00000009225	ENSPKIG00000024418	zgc:91944
ENSEEEP00000029699	ENSEEEG00000014207	VPS45	ENSPKIP00000031716	ENSPKIG00000012065	vps45
ENSEEEP00000064021	ENSEEEG00000018406	DCAF17	ENSPKIP00000021862	ENSPKIG00000006090	dcaf17
ENSEEEP00000014209	ENSEEEG00000007059	LURAP1L	ENSPKIP00000021715	ENSPKIG00000006002	LURAP1L
ENSEEEP00000047791	ENSEEEG00000022415	QPCT	ENSPKIP00000004028	ENSPKIG00000021290	qpct
ENSEEEP00000059112	ENSEEEG00000019928	GTF3C1	ENSPKIP00000035749	ENSPKIG00000014570	GTF3C1
ENSEEEP00000022004	ENSEEEG00000010686		ENSPKIP00000020800	ENSPKIG00000005453	
ENSEEEP00000058984	ENSEEEG00000027988	foxo6b	ENSPKIP00000030936	ENSPKIG00000011612	
ENSEEEP00000007297	ENSEEEG00000003821	SRP72	ENSPKIP00000028662	ENSPKIG00000010207	srp72
ENSEEEP00000052961	ENSEEEG00000026482	RNF7	ENSPKIP00000031622	ENSPKIG00000012033	rnf7
ENSEEEP00000048093	ENSEEEG00000022651	PPA2	ENSPKIP00000031511	ENSPKIG00000011957	ppa2
ENSEEEP00000026235	ENSEEEG00000012686	cox6b2	ENSPKIP00000014227	ENSPKIG00000001372	cox6b2
ENSEEEP00000022006	ENSEEEG00000010689	ucn3l	ENSPKIP00000020784	ENSPKIG00000005440	ucn3l
ENSEEEP00000010441	ENSEEEG00000005278	si:ch211-196h16.12	ENSPKIP00000017442	ENSPKIG00000003352	si:ch211-196h16.12
ENSEEEP00000031435	ENSEEEG00000015038	cx34.4	ENSPKIP00000009246	ENSPKIG00000024435	
ENSEEEP00000056222	ENSEEEG00000028944	zgc:136864	ENSPKIP00000017467	ENSPKIG00000003368	zgc:136864
ENSEEEP00000008177	ENSEEEG00000004258	il22ra2	ENSPKIP00000010970	ENSPKIG00000025473	
ENSEEEP00000026250	ENSEEEG00000012687	RASIP1	ENSPKIP00000014299	ENSPKIG00000001398	rasip1
ENSEEEP00000045295	ENSEEEG00000021366	CLEC16A	ENSPKIP00000011513	ENSPKIG00000018560	clec16a
ENSEEEP00000056092	ENSEEEG00000024704	CYBRD1	ENSPKIP00000021826	ENSPKIG00000006073	cybrd1
ENSEEEP00000035006	ENSEEEG00000016648		ENSPKIP00000001982	ENSPKIG00000020053	
ENSEEEP00000038801	ENSEEEG00000018407	METTL8	ENSPKIP00000021934	ENSPKIG00000006147	mettl8
ENSEEEP00000035008	ENSEEEG00000016649	uraha	ENSPKIP00000001951	ENSPKIG00000020038	urahb
ENSEEEP00000035236	ENSEEEG00000016485	GLYR1	ENSPKIP00000007005	ENSPKIG00000023060	glyr1
ENSEEEP00000004961	ENSEEEG00000002584	fuom	ENSPKIP00000040261	ENSPKIG00000017295	fuom
ENSEEEP00000031429	ENSEEEG00000015019	HPCA	ENSPKIP00000009284	ENSPKIG00000024453	hpca
ENSEEEP00000010430	ENSEEEG00000005024	VPS54	ENSPKIP00000020472	ENSPKIG00000005241	vps54
ENSEEEP00000006631	ENSEEEG00000003514	CXXC4	ENSPKIP00000031338	ENSPKIG00000011861	cxxc4
ENSEEEP00000004957	ENSEEEG00000002582	msx3	ENSPKIP00000012717	ENSPKIG00000000429	
ENSEEEP00000058110	ENSEEEG00000014312	ARSK	ENSPKIP00000030739	ENSPKIG00000011476	arsk
ENSEEEP00000035016	ENSEEEG00000016650	PDCD5	ENSPKIP00000001909	ENSPKIG00000020016	pdcd5
ENSEEEP00000025634	ENSEEEG00000012438	LXN	ENSPKIP00000019847	ENSPKIG00000004854	lxn
ENSEEEP00000013377	ENSEEEG00000006705		ENSPKIP00000038157	ENSPKIG00000016057	SYNPO
ENSEEEP00000028020	ENSEEEG00000013484	CDKN2B	ENSPKIP00000040023	ENSPKIG00000017156	
ENSEEEP00000031504	ENSEEEG00000015069	cdk5r1b	ENSPKIP00000013673	ENSPKIG00000001019	cdk5r1b
ENSEEEP00000004954	ENSEEEG00000002580	ZNF511	ENSPKIP00000040291	ENSPKIG00000017314	znf511
ENSEEEP00000022055	ENSEEEG00000010716	BDKRB2	ENSPKIP00000006233	ENSPKIG00000022593	si:dkey-63b1.1
ENSEEEP00000013403	ENSEEEG00000006707	DCTN4	ENSPKIP00000038247	ENSPKIG00000016087	dctn4
ENSEEEP00000037051	ENSEEEG00000017597	mtap	ENSPKIP00000031119	ENSPKIG00000011717	MTAP
ENSEEEP00000022054	ENSEEEG00000010715	C14orf132	ENSPKIP00000006248	ENSPKIG00000022610	C14orf132
ENSEEEP00000035445	ENSEEEG00000016854	eef1g	ENSPKIP00000013569	ENSPKIG00000000945	eef1g
ENSEEEP00000022051	ENSEEEG00000010713	GLRX5	ENSPKIP00000006262	ENSPKIG00000022618	glrx5
ENSEEEP00000037056	ENSEEEG00000017598		ENSPKIP00000040098	ENSPKIG00000017196	TOPORS
ENSEEEP00000008092	ENSEEEG00000004213	PSMA2	ENSPKIP00000011262	ENSPKIG00000018431	PSMA2
ENSEEEP00000026256	ENSEEEG00000012692	il11a	ENSPKIP00000014362	ENSPKIG00000001446	il11a
ENSEEEP00000037057	ENSEEEG00000017600	NDUFB6	ENSPKIP00000031025	ENSPKIG00000011695	ndufb6
ENSEEEP00000000212	ENSEEEG00000000158	CTSK	ENSPKIP00000004340	ENSPKIG00000021458	CTSK
ENSEEEP00000035909	ENSEEEG00000017080	si:dkey-170l10.1	ENSPKIP00000006260	ENSPKIG00000022609	haus2
ENSEEEP00000035042	ENSEEEG00000016660	mvda	ENSPKIP00000001883	ENSPKIG00000019988	mvda
ENSEEEP00000013424	ENSEEEG00000006718	GPX3	ENSPKIP00000038464	ENSPKIG00000016229	gpx3
ENSEEEP00000035912	ENSEEEG00000017082	adprhl2	ENSPKIP00000010683	ENSPKIG00000025301	adprs
ENSEEEP00000000183	ENSEEEG00000000099	ctss2.1	ENSPKIP00000029591	ENSPKIG00000010782	CTSS
ENSEEEP00000035052	ENSEEEG00000016667	CYBA	ENSPKIP00000001808	ENSPKIG00000019944	cyba
ENSEEEP00000060448	ENSEEEG00000028385	NAT14	ENSPKIP00000014414	ENSPKIG00000001489	nat14
ENSEEEP00000058208	ENSEEEG00000027719	EYA3	ENSPKIP00000037721	ENSPKIG00000015793	eya3
ENSEEEP00000008096	ENSEEEG00000004216	MRPL32	ENSPKIP00000042000	ENSPKIG00000018407	mrpl32
ENSEEEP00000026277	ENSEEEG00000012708	AICDA	ENSPKIP00000014428	ENSPKIG00000001499	aicda
ENSEEEP00000053778	ENSEEEG00000010710	COPG2	ENSPKIP00000002278	ENSPKIG00000020164	copg2
ENSEEEP00000008213	ENSEEEG00000004278	PRIM2	ENSPKIP00000009032	ENSPKIG00000024286	prim2
ENSEEEP00000035916	ENSEEEG00000017083	CINP	ENSPKIP00000026633	ENSPKIG00000009032	cinp
ENSEEEP00000056258	ENSEEEG00000018093	D2HGDH	ENSPKIP00000036560	ENSPKIG00000015069	d2hgdh
ENSEEEP00000045423	ENSEEEG00000021444	HORMAD1	ENSPKIP00000029654	ENSPKIG00000010817	hormad1
ENSEEEP00000008098	ENSEEEG00000004217	ccdc127a	ENSPKIP00000042040	ENSPKIG00000018361	CCDC127
ENSEEEP00000027102	ENSEEEG00000013086	lmo4b	ENSPKIP00000017580	ENSPKIG00000003425	lmo4b
ENSEEEP00000008100	ENSEEEG00000004219	zmp:0000000930	ENSPKIP00000011916	ENSPKIG00000018337	zmp:0000000930
ENSEEEP00000018317	ENSEEEG00000008998	prokr1b	ENSPKIP00000020170	ENSPKIG00000005050	prokr1b
ENSEEEP00000002033	ENSEEEG00000001262	STRADA	ENSPKIP00000039588	ENSPKIG00000016871	strada
ENSEEEP00000008102	ENSEEEG00000004221	RNF144B	ENSPKIP00000041942	ENSPKIG00000018279	rnf144b
ENSEEEP00000037253	ENSEEEG00000017614	sparcl1	ENSPKIP00000029468	ENSPKIG00000010703	sparcl1
ENSEEEP00000041058	ENSEEEG00000019441	CPO	ENSPKIP00000024885	ENSPKIG00000007966	cpo
ENSEEEP00000026296	ENSEEEG00000012713	NECAP1	ENSPKIP00000014502	ENSPKIG00000001526	necap1
ENSEEEP00000035920	ENSEEEG00000017084	ZNF839	ENSPKIP00000026554	ENSPKIG00000008996	znf839
ENSEEEP00000008114	ENSEEEG00000004226	sqlea	ENSPKIP00000041833	ENSPKIG00000018220	sqleb
ENSEEEP00000060720	ENSEEEG00000008997	PLEK	ENSPKIP00000020143	ENSPKIG00000005025	plek
ENSEEEP00000047609	ENSEEEG00000022409	MOCS3	ENSPKIP00000004088	ENSPKIG00000021324	MOCS3
ENSEEEP00000004938	ENSEEEG00000002575	zgc:66426	ENSPKIP00000040486	ENSPKIG00000017438	spef1
ENSEEEP00000045418	ENSEEEG00000021441	vps72b	ENSPKIP00000013180	ENSPKIG00000000704	vps72a
ENSEEEP00000035930	ENSEEEG00000017086	VSX2	ENSPKIP00000018083	ENSPKIG00000003775	vsx2
ENSEEEP00000052943	ENSEEEG00000026025		ENSPKIP00000007251	ENSPKIG00000023219	ZFC3H1
ENSEEEP00000031354	ENSEEEG00000015010	rida	ENSPKIP00000038589	ENSPKIG00000016300	RIDA
ENSEEEP00000035947	ENSEEEG00000017095	LIN52	ENSPKIP00000018030	ENSPKIG00000003735	lin52
ENSEEEP00000035814	ENSEEEG00000016702	TCF25	ENSPKIP00000001738	ENSPKIG00000019915	tcf25
ENSEEEP00000007054	ENSEEEG00000003726	CLDN18	ENSPKIP00000010836	ENSPKIG00000025394	CLDN18
ENSEEEP00000045416	ENSEEEG00000021435	TMOD4	ENSPKIP00000013132	ENSPKIG00000000688	tmod4
ENSEEEP00000043344	ENSEEEG00000020472	RAB21	ENSPKIP00000007441	ENSPKIG00000023317	RAB21
ENSEEEP00000051062	ENSEEEG00000023974	xkr8.3	ENSPKIP00000037668	ENSPKIG00000015758	xkr8.3
ENSEEEP00000033699	ENSEEEG00000016041	ARMC6	ENSPKIP00000028764	ENSPKIG00000010274	ARMC6
ENSEEEP00000026305	ENSEEEG00000012729	MFAP5	ENSPKIP00000014534	ENSPKIG00000001574	mfap5
ENSEEEP00000007057	ENSEEEG00000003730	SOX14	ENSPKIP00000015640	ENSPKIG00000002287	sox14
ENSEEEP00000056487	ENSEEEG00000006748	TNIP1	ENSPKIP00000038394	ENSPKIG00000016171	tnip1
ENSEEEP00000045259	ENSEEEG00000021362	DEXI	ENSPKIP00000011462	ENSPKIG00000018548	dexi
ENSEEEP00000041055	ENSEEEG00000019440	arglu1b	ENSPKIP00000020916	ENSPKIG00000005524	arglu1a
ENSEEEP00000022783	ENSEEEG00000011051	si:dkey-177p2.6	ENSPKIP00000021668	ENSPKIG00000005984	
ENSEEEP00000007337	ENSEEEG00000003854	ARL9	ENSPKIP00000037550	ENSPKIG00000015693	arl9
ENSEEEP00000021065	ENSEEEG00000010274	RPL38	ENSPKIP00000004330	ENSPKIG00000021485	
ENSEEEP00000031352	ENSEEEG00000015007	rpl30	ENSPKIP00000038560	ENSPKIG00000016284	rpl30
ENSEEEP00000055562	ENSEEEG00000028641	CDCA4	ENSPKIP00000021657	ENSPKIG00000005978	cdca4
ENSEEEP00000035951	ENSEEEG00000017099	POMT2	ENSPKIP00000017935	ENSPKIG00000003634	pomt2
ENSEEEP00000007338	ENSEEEG00000003855	HOPX	ENSPKIP00000037581	ENSPKIG00000015707	hopx
ENSEEEP00000057269	ENSEEEG00000025131	slc25a42	ENSPKIP00000028666	ENSPKIG00000010200	slc25a42
ENSEEEP00000029711	ENSEEEG00000014231	ANP32E	ENSPKIP00000031867	ENSPKIG00000012177	anp32e
ENSEEEP00000002104	ENSEEEG00000001278	rnf113a	ENSPKIP00000039449	ENSPKIG00000016796	rnf113a
ENSEEEP00000026308	ENSEEEG00000012733	sbk3	ENSPKIP00000014646	ENSPKIG00000001649	sbk3
ENSEEEP00000045253	ENSEEEG00000021358	CIITA	ENSPKIP00000011405	ENSPKIG00000018513	CIITA
ENSEEEP00000035351	ENSEEEG00000016831	TTC39B	ENSPKIP00000039871	ENSPKIG00000017063	
ENSEEEP00000062156	ENSEEEG00000022850	bcl7bb	ENSPKIP00000036600	ENSPKIG00000015098	bcl7bb
ENSEEEP00000031349	ENSEEEG00000015004	LAPTM4B	ENSPKIP00000038405	ENSPKIG00000016191	LAPTM4B
ENSEEEP00000022637	ENSEEEG00000010889	serpinb1l2	ENSPKIP00000027044	ENSPKIG00000009257	SERPINB1
ENSEEEP00000048692	ENSEEEG00000022908	BCAN	ENSPKIP00000028206	ENSPKIG00000009939	
ENSEEEP00000029715	ENSEEEG00000014234	cart4	ENSPKIP00000009825	ENSPKIG00000024777	cart4
ENSEEEP00000021686	ENSEEEG00000010548	ZNF276	ENSPKIP00000019460	ENSPKIG00000004626	znf276
ENSEEEP00000026314	ENSEEEG00000012735	EPN1	ENSPKIP00000014705	ENSPKIG00000001672	epn1a
ENSEEEP00000029717	ENSEEEG00000014235	si:ch211-191i18.4	ENSPKIP00000009814	ENSPKIG00000024773	si:ch211-191i18.4
ENSEEEP00000048577	ENSEEEG00000022859	ngfrb	ENSPKIP00000042048	ENSPKIG00000018825	ngfrb
ENSEEEP00000048559	ENSEEEG00000022849	TSEN34	ENSPKIP00000035897	ENSPKIG00000014674	tsen34
ENSEEEP00000045401	ENSEEEG00000021430	SCNM1	ENSPKIP00000029757	ENSPKIG00000010881	scnm1
ENSEEEP00000018304	ENSEEEG00000008989	wdr92	ENSPKIP00000019951	ENSPKIG00000004908	dnaaf10
ENSEEEP00000035955	ENSEEEG00000017103		ENSPKIP00000038745	ENSPKIG00000016404	
ENSEEEP00000053469	ENSEEEG00000026433	aftpha	ENSPKIP00000020301	ENSPKIG00000005133	aftpha
ENSEEEP00000053918	ENSEEEG00000026277	jtb	ENSPKIP00000009797	ENSPKIG00000024760	jtb
ENSEEEP00000025426	ENSEEEG00000012337	lamp1a	ENSPKIP00000027564	ENSPKIG00000009576	lamp1b
ENSEEEP00000063084	ENSEEEG00000028122	FANCA	ENSPKIP00000019526	ENSPKIG00000004656	
ENSEEEP00000045398	ENSEEEG00000021428	LYSMD1	ENSPKIP00000029785	ENSPKIG00000010901	lysmd1
ENSEEEP00000035956	ENSEEEG00000017104	DTD2	ENSPKIP00000036030	ENSPKIG00000014747	dtd2
ENSEEEP00000031991	ENSEEEG00000015267	shroom2a	ENSPKIP00000005278	ENSPKIG00000022015	SHROOM2
ENSEEEP00000045396	ENSEEEG00000021426	tnfaip8l2b	ENSPKIP00000029813	ENSPKIG00000010911	tnfaip8l2b
ENSEEEP00000026317	ENSEEEG00000012741	FOXJ2	ENSPKIP00000014747	ENSPKIG00000001706	foxj2
ENSEEEP00000008258	ENSEEEG00000004319	SORBS1	ENSPKIP00000020781	ENSPKIG00000005306	sorbs1
ENSEEEP00000002109	ENSEEEG00000001295	SNRNP70	ENSPKIP00000019293	ENSPKIG00000004513	
ENSEEEP00000025161	ENSEEEG00000012194	GPR149	ENSPKIP00000028147	ENSPKIG00000009911	GPR149
ENSEEEP00000035960	ENSEEEG00000017106	NUBPL	ENSPKIP00000031516	ENSPKIG00000011974	nubpl
ENSEEEP00000006583	ENSEEEG00000003465	DDC	ENSPKIP00000032379	ENSPKIG00000012496	ddc
ENSEEEP00000056583	ENSEEEG00000027470		ENSPKIP00000002459	ENSPKIG00000020348	
ENSEEEP00000026322	ENSEEEG00000012743	ISOC2	ENSPKIP00000014771	ENSPKIG00000001726	isoc2
ENSEEEP00000022041	ENSEEEG00000010704	LONRF1	ENSPKIP00000021960	ENSPKIG00000006150	lonrf4
ENSEEEP00000005256	ENSEEEG00000002746	CMKLR1	ENSPKIP00000007570	ENSPKIG00000023419	
ENSEEEP00000045226	ENSEEEG00000021349	NUBP1	ENSPKIP00000011334	ENSPKIG00000018466	NUBP1
ENSEEEP00000027034	ENSEEEG00000012450	gfm1	ENSPKIP00000019929	ENSPKIG00000004876	GFM1
ENSEEEP00000033888	ENSEEEG00000015865	SCAPER	ENSPKIP00000015031	ENSPKIG00000001843	scaper
ENSEEEP00000002126	ENSEEEG00000001296	LIN7B	ENSPKIP00000019366	ENSPKIG00000004564	lin7b
ENSEEEP00000041307	ENSEEEG00000019550	FAM199X	ENSPKIP00000035706	ENSPKIG00000014533	fam199x
ENSEEEP00000048703	ENSEEEG00000022912	zgc:85843	ENSPKIP00000028104	ENSPKIG00000009889	tm6sf2a
ENSEEEP00000060507	ENSEEEG00000027162	CMKLR1	ENSPKIP00000040268	ENSPKIG00000017305	CMKLR1
ENSEEEP00000041306	ENSEEEG00000019549	COMMD5	ENSPKIP00000014224	ENSPKIG00000001371	commd5
ENSEEEP00000061960	ENSEEEG00000010849	GMDS	ENSPKIP00000026727	ENSPKIG00000009075	gmds
ENSEEEP00000018311	ENSEEEG00000008995	PNO1	ENSPKIP00000019730	ENSPKIG00000004780	pno1
ENSEEEP00000061610	ENSEEEG00000025252	grtp1a	ENSPKIP00000027500	ENSPKIG00000009522	grtp1a
ENSEEEP00000041302	ENSEEEG00000019547		ENSPKIP00000014305	ENSPKIG00000001403	LONRF3
ENSEEEP00000037014	ENSEEEG00000017573	DESI2	ENSPKIP00000005342	ENSPKIG00000022033	desi2
ENSEEEP00000022034	ENSEEEG00000010701	MED7	ENSPKIP00000021843	ENSPKIG00000006078	
ENSEEEP00000008011	ENSEEEG00000004184		ENSPKIP00000039013	ENSPKIG00000016565	
ENSEEEP00000054221	ENSEEEG00000027193	TNIP2	ENSPKIP00000029376	ENSPKIG00000010651	tnip2
ENSEEEP00000007735	ENSEEEG00000028881	POLG2	ENSPKIP00000023097	ENSPKIG00000006859	polg2
ENSEEEP00000018297	ENSEEEG00000008988	psmb1	ENSPKIP00000025110	ENSPKIG00000008096	psmb1
ENSEEEP00000035336	ENSEEEG00000016828	TSC22D3	ENSPKIP00000005849	ENSPKIG00000022357	TSC22D3
ENSEEEP00000029748	ENSEEEG00000014242	NFYC	ENSPKIP00000007659	ENSPKIG00000023464	nfyc
ENSEEEP00000021713	ENSEEEG00000010391	SERPINA4	ENSPKIP00000006382	ENSPKIG00000022688	serpina1l
ENSEEEP00000037076	ENSEEEG00000017605	FAM193A	ENSPKIP00000029226	ENSPKIG00000010534	fam193a
ENSEEEP00000048550	ENSEEEG00000022835	PPP1R37	ENSPKIP00000028849	ENSPKIG00000010325	ppp1r37
ENSEEEP00000049221	ENSEEEG00000023129	CARNMT1	ENSPKIP00000012466	ENSPKIG00000000241	carnmt1
ENSEEEP00000008264	ENSEEEG00000004325	PIK3AP1	ENSPKIP00000011695	ENSPKIG00000018680	pik3ap1
