Hsa Gene ID	Hsa Protein ID	Hsa Gene Name	Pka Gene ID	Pka Protein ID	Pka Gene Name
ENSP00000654518	ENSG00000101473	ACOT8	ENSPKIP00000037364	ENSPKIG00000015570	acot8
ENSP00000508388	ENSG00000165181	SHOC1	ENSPKIP00000009777	ENSPKIG00000024746	
ENSP00000316173	ENSG00000176597	B3GNT5	ENSPKIP00000034570	ENSPKIG00000013843	b3gnt5b
ENSP00000581576	ENSG00000197275	RAD54B	ENSPKIP00000036385	ENSPKIG00000014974	rad54b
ENSP00000322304	ENSG00000102312	PORCN	ENSPKIP00000029558	ENSPKIG00000010726	porcnl
ENSP00000265245	ENSG00000041802	LSG1	ENSPKIP00000016696	ENSPKIG00000002895	lsg1
ENSP00000364382	ENSG00000158122	PRXL2C	ENSPKIP00000040917	ENSPKIG00000017696	prxl2c
ENSP00000550567	ENSG00000100075	SLC25A1	ENSPKIP00000012122	ENSPKIG00000000028	slc25a1a
ENSP00000401115	ENSG00000008324	SS18L2	ENSPKIP00000012816	ENSPKIG00000000487	ss18l2
ENSP00000262982	ENSG00000124207	CSE1L	ENSPKIP00000009420	ENSPKIG00000024520	cse1l
ENSP00000799123	ENSG00000135046	ANXA1	ENSPKIP00000012753	ENSPKIG00000000435	anxa1d
ENSP00000495612	ENSG00000124733	MEA1	ENSPKIP00000027751	ENSPKIG00000009678	mea1
ENSP00000570077	ENSG00000134014	ELP3	ENSPKIP00000005056	ENSPKIG00000021890	elp3
ENSP00000485698	ENSG00000130349	MTRES1	ENSPKIP00000012547	ENSPKIG00000000305	mtres1
ENSP00000455052	ENSG00000182685	BRICD5	ENSPKIP00000015061	ENSPKIG00000001902	bricd5
ENSP00000779144	ENSG00000187824	TMEM220	ENSPKIP00000036000	ENSPKIG00000014740	tmem220
ENSP00000275954	ENSG00000147027	TMEM47	ENSPKIP00000040990	ENSPKIG00000017731	
ENSP00000586549	ENSG00000178952	TUFM	ENSPKIP00000008237	ENSPKIG00000023809	tufm
ENSP00000635719	ENSG00000119630	PGF	ENSPKIP00000014899	ENSPKIG00000001806	pgfb
ENSP00000487693	ENSG00000180957	PITPNB	ENSPKIP00000007602	ENSPKIG00000023432	PITPNB
ENSP00000559667	ENSG00000146233	CYP39A1	ENSPKIP00000036859	ENSPKIG00000015264	cyp39a1
ENSP00000352265	ENSG00000141933	TPGS1	ENSPKIP00000027337	ENSPKIG00000009451	tpgs1
ENSP00000265565	ENSG00000114650	SCAP	ENSPKIP00000005065	ENSPKIG00000021879	scap
ENSP00000366586	ENSG00000148482	SLC39A12	ENSPKIP00000030247	ENSPKIG00000011166	SLC39A12
ENSP00000696809	ENSG00000070423	RNF126	ENSPKIP00000009391	ENSPKIG00000024521	rnf126
ENSP00000216832	ENSG00000100941	PNN	ENSPKIP00000035253	ENSPKIG00000014281	pnn
ENSP00000539483	ENSG00000132386	SERPINF1	ENSPKIP00000032146	ENSPKIG00000012356	serpinf1
ENSP00000580915	ENSG00000100368	CSF2RB	ENSPKIP00000014180	ENSPKIG00000001341	
ENSP00000341108	ENSG00000188816	HMX2	ENSPKIP00000013509	ENSPKIG00000000925	hmx2
ENSP00000415654	ENSG00000147642	SYBU	ENSPKIP00000019298	ENSPKIG00000004526	sybu
ENSP00000558844	ENSG00000107874	CUEDC2	ENSPKIP00000042052	ENSPKIG00000018810	cuedc2
ENSP00000612971	ENSG00000122507	BBS9	ENSPKIP00000001968	ENSPKIG00000020039	bbs9
ENSP00000425923	ENSG00000109171	SLAIN2	ENSPKIP00000018555	ENSPKIG00000004084	slain2
ENSP00000651847	ENSG00000100418	DESI1	ENSPKIP00000018461	ENSPKIG00000004018	desi1b
ENSP00000498322	ENSG00000197753	LHFPL5	ENSPKIP00000025280	ENSPKIG00000008213	lhfpl5b
ENSP00000577023	ENSG00000170638	TRABD	ENSPKIP00000041052	ENSPKIG00000017773	trabd
ENSP00000545274	ENSG00000102032	RENBP	ENSPKIP00000024398	ENSPKIG00000007655	renbp
ENSP00000544468	ENSG00000140854	KATNB1	ENSPKIP00000007246	ENSPKIG00000023208	KATNB1
ENSP00000519708	ENSG00000108219	TSPAN14	ENSPKIP00000025146	ENSPKIG00000008121	tspan14
ENSP00000689944	ENSG00000126261	UBA2	ENSPKIP00000036419	ENSPKIG00000014979	uba2
ENSP00000605809	ENSG00000111641	NOP2	ENSPKIP00000010693	ENSPKIG00000025311	
ENSP00000600864	ENSG00000157456	CCNB2	ENSPKIP00000006687	ENSPKIG00000022862	ccnb2
ENSP00000364965	ENSG00000187742	SECISBP2	ENSPKIP00000022527	ENSPKIG00000006499	secisbp2
ENSP00000231887	ENSG00000113790	EHHADH	ENSPKIP00000000574	ENSPKIG00000019188	ehhadh
ENSP00000259006	ENSG00000136490	LIMD2	ENSPKIP00000039664	ENSPKIG00000016934	limd2
ENSP00000353470	ENSG00000196476	C20orf96	ENSPKIP00000039852	ENSPKIG00000017055	
ENSP00000520504	ENSG00000198730	CTR9	ENSPKIP00000006587	ENSPKIG00000022784	ctr9
ENSP00000353854	ENSG00000167173	C15orf39	ENSPKIP00000024160	ENSPKIG00000007522	
ENSP00000344215	ENSG00000164938	TP53INP1	ENSPKIP00000014407	ENSPKIG00000001484	tp53inp1
ENSP00000594465	ENSG00000149657	LSM14B	ENSPKIP00000017359	ENSPKIG00000003275	lsm14b
ENSP00000466881	ENSG00000172733	PURG	ENSPKIP00000011017	ENSPKIG00000025501	purg
ENSP00000611098	ENSG00000099998	GGT5	ENSPKIP00000039312	ENSPKIG00000016717	ggt5b
ENSP00000520567	ENSG00000125843	AP5S1	ENSPKIP00000007900	ENSPKIG00000023623	ap5s1
ENSP00000519449	ENSG00000104221	BRF2	ENSPKIP00000002843	ENSPKIG00000020580	brf2
ENSP00000470633	ENSG00000169136	ATF5	ENSPKIP00000000698	ENSPKIG00000019269	atf5a
ENSP00000631641	ENSG00000164944	VIRMA	ENSPKIP00000036544	ENSPKIG00000015043	virma
ENSP00000659347	ENSG00000168070	MAJIN	ENSPKIP00000010021	ENSPKIG00000024902	MAJIN
ENSP00000268383	ENSG00000140743	CDR2	ENSPKIP00000024636	ENSPKIG00000007809	cdr2b
ENSP00000532618	ENSG00000071189	SNX13	ENSPKIP00000012042	ENSPKIG00000025692	snx13
ENSP00000319897	ENSG00000005238	ATOSB	ENSPKIP00000036066	ENSPKIG00000014776	atosb
ENSP00000242786	ENSG00000123146	ADGRE5	ENSPKIP00000021504	ENSPKIG00000005841	adgre5b.1
ENSP00000453345	ENSG00000140374	ETFA	ENSPKIP00000025683	ENSPKIG00000008451	etfa
ENSP00000582475	ENSG00000091651	ORC6	ENSPKIP00000019726	ENSPKIG00000004775	orc6
ENSP00000758966	ENSG00000183684	ALYREF	ENSPKIP00000023445	ENSPKIG00000007070	
ENSP00000216862	ENSG00000019186	CYP24A1	ENSPKIP00000017695	ENSPKIG00000003487	cyp24a1
ENSP00000020945	ENSG00000019549	SNAI2	ENSPKIP00000015593	ENSPKIG00000002254	SNAI2
ENSP00000417972	ENSG00000121542	SEC22A	ENSPKIP00000002473	ENSPKIG00000020337	sec22a
ENSP00000358840	ENSG00000173915	ATP5MK	ENSPKIP00000013661	ENSPKIG00000001009	atp5md
ENSP00000580977	ENSG00000011638	LDAF1	ENSPKIP00000036597	ENSPKIG00000015111	
ENSP00000610967	ENSG00000149179	CSTPP1	ENSPKIP00000009134	ENSPKIG00000024348	cstpp1
ENSP00000360437	ENSG00000124098	FAM210B	ENSPKIP00000017523	ENSPKIG00000003397	
ENSP00000217420	ENSG00000101438	SLC32A1	ENSPKIP00000017804	ENSPKIG00000003580	slc32a1
ENSP00000694736	ENSG00000120885	CLU	ENSPKIP00000038242	ENSPKIG00000016099	clu
ENSP00000478388	ENSG00000274180	NATD1	ENSPKIP00000026300	ENSPKIG00000008830	natd1
ENSP00000301364	ENSG00000167721	TSR1	ENSPKIP00000034791	ENSPKIG00000013972	tsr1
ENSP00000637549	ENSG00000138744	NAAA	ENSPKIP00000008890	ENSPKIG00000024203	NAAA
ENSP00000351644	ENSG00000130299	GTPBP3	ENSPKIP00000026104	ENSPKIG00000008711	gtpbp3
ENSP00000315659	ENSG00000107554	DNMBP	ENSPKIP00000028196	ENSPKIG00000009926	dnmbp
ENSP00000668473	ENSG00000175792	RUVBL1	ENSPKIP00000010663	ENSPKIG00000025291	ruvbl1
ENSP00000364721	ENSG00000101367	MAPRE1	ENSPKIP00000019106	ENSPKIG00000004407	mapre1b
ENSP00000394320	ENSG00000241370	RPP21	ENSPKIP00000015790	ENSPKIG00000002378	rpp21
ENSP00000260743	ENSG00000138172	CALHM2	ENSPKIP00000015235	ENSPKIG00000002024	calhm2.1
ENSP00000490516	ENSG00000140718	FTO	ENSPKIP00000010808	ENSPKIG00000025376	fto
ENSP00000303754	ENSG00000171497	PPID	ENSPKIP00000000033	ENSPKIG00000018848	ppid
ENSP00000324463	ENSG00000119596	YLPM1	ENSPKIP00000004821	ENSPKIG00000021756	ylpm1
ENSP00000672114	ENSG00000105855	ITGB8	ENSPKIP00000006427	ENSPKIG00000022705	itgb8
ENSP00000523547	ENSG00000106723	SPIN1	ENSPKIP00000011786	ENSPKIG00000018734	
ENSP00000306625	ENSG00000169696	ASPSCR1	ENSPKIP00000028881	ENSPKIG00000010341	aspscr1
ENSP00000216027	ENSG00000100209	HSCB	ENSPKIP00000032131	ENSPKIG00000012344	hscb
ENSP00000541577	ENSG00000100652	SLC10A1	ENSPKIP00000034371	ENSPKIG00000013721	slc10a1
ENSP00000369857	ENSG00000163322	ABRAXAS1	ENSPKIP00000004746	ENSPKIG00000021725	abraxas1
ENSP00000358966	ENSG00000112706	IMPG1	ENSPKIP00000002291	ENSPKIG00000020228	
ENSP00000379216	ENSG00000100427	MLC1	ENSPKIP00000012596	ENSPKIG00000000319	mlc1
ENSP00000523343	ENSG00000119929	CUTC	ENSPKIP00000024896	ENSPKIG00000007956	cutc
ENSP00000790495	ENSG00000169891	REPS2	ENSPKIP00000004408	ENSPKIG00000021514	
ENSP00000514046	ENSG00000105879	CBLL1	ENSPKIP00000039558	ENSPKIG00000016867	cbll1
ENSP00000337797	ENSG00000177595	PIDD1	ENSPKIP00000035637	ENSPKIG00000014512	
ENSP00000386385	ENSG00000101417	PXMP4	ENSPKIP00000008433	ENSPKIG00000023929	pxmp4
ENSP00000661314	ENSG00000090989	EXOC1	ENSPKIP00000025724	ENSPKIG00000008457	exoc1
ENSP00000754780	ENSG00000189043	COXFA4	ENSPKIP00000017094	ENSPKIG00000003130	ndufa4b
ENSP00000526759	ENSG00000242173	ARHGDIG	ENSPKIP00000041537	ENSPKIG00000018045	arhgdig
ENSP00000624662	ENSG00000241484	ARHGAP8	ENSPKIP00000008548	ENSPKIG00000023988	ARHGAP8
ENSP00000768077	ENSG00000178741	COX5A	ENSPKIP00000018913	ENSPKIG00000004296	cox5aa
ENSP00000520780	ENSG00000125772	GPCPD1	ENSPKIP00000017853	ENSPKIG00000003553	gpcpd1
ENSP00000306754	ENSG00000171532	NEUROD2	ENSPKIP00000002479	ENSPKIG00000020361	NEUROD2
ENSP00000455529	ENSG00000099364	FBXL19	ENSPKIP00000025500	ENSPKIG00000008308	
ENSP00000362441	ENSG00000085224	ATRX	ENSPKIP00000005496	ENSPKIG00000022151	atrx
ENSP00000259467	ENSG00000136940	PDCL	ENSPKIP00000020611	ENSPKIG00000005321	pdcl
ENSP00000401260	ENSG00000105829	BET1	ENSPKIP00000014014	ENSPKIG00000001227	bet1
ENSP00000573232	ENSG00000096872	IFT74	ENSPKIP00000000075	ENSPKIG00000018861	ift74
ENSP00000509677	ENSG00000132600	PRMT7	ENSPKIP00000003324	ENSPKIG00000020866	prmt7
ENSP00000623263	ENSG00000101400	SNTA1	ENSPKIP00000029359	ENSPKIG00000010628	SNTA1
ENSP00000797962	ENSG00000260428	SCX	ENSPKIP00000002392	ENSPKIG00000020300	SCX
ENSP00000796035	ENSG00000181045	SLC26A11	ENSPKIP00000028329	ENSPKIG00000010018	slc26a11
ENSP00000586416	ENSG00000123892	RAB38	ENSPKIP00000007476	ENSPKIG00000023351	RAB38
ENSP00000540878	ENSG00000119446	RBM18	ENSPKIP00000020771	ENSPKIG00000005430	rbm18
ENSP00000358200	ENSG00000107560	RAB11FIP2	ENSPKIP00000011794	ENSPKIG00000018743	rab11fip2
ENSP00000631163	ENSG00000132423	COQ3	ENSPKIP00000006843	ENSPKIG00000022973	COQ3
ENSP00000629337	ENSG00000133321	PLAAT4	ENSPKIP00000000218	ENSPKIG00000018946	
ENSP00000525035	ENSG00000100983	GSS	ENSPKIP00000013048	ENSPKIG00000000616	gss
ENSP00000360973	ENSG00000180772	AGTR2	ENSPKIP00000005494	ENSPKIG00000022154	agtr2
ENSP00000564987	ENSG00000120053	GOT1	ENSPKIP00000036818	ENSPKIG00000015231	got1
ENSP00000640352	ENSG00000080572	DNAAF6	ENSPKIP00000035283	ENSPKIG00000014308	dnaaf6
ENSP00000229903	ENSG00000112167	SAYSD1	ENSPKIP00000017838	ENSPKIG00000003596	saysd1
ENSP00000167106	ENSG00000071246	VASH1	ENSPKIP00000017506	ENSPKIG00000003394	VASH1
ENSP00000252575	ENSG00000130287	NCAN	ENSPKIP00000028206	ENSPKIG00000009939	
ENSP00000482313	ENSG00000160957	RECQL4	ENSPKIP00000002257	ENSPKIG00000020206	recql4
ENSP00000779446	ENSG00000182287	AP1S2	ENSPKIP00000005175	ENSPKIG00000021955	ap1s2
ENSP00000495962	ENSG00000148019	CEP78	ENSPKIP00000003818	ENSPKIG00000021157	cep78
ENSP00000229758	ENSG00000112029	FBXO5	ENSPKIP00000003441	ENSPKIG00000020947	fbxo5
ENSP00000216039	ENSG00000100221	JOSD1	ENSPKIP00000013625	ENSPKIG00000000985	josd1
ENSP00000378897	ENSG00000188611	ASAH2	ENSPKIP00000010444	ENSPKIG00000025163	asah2
ENSP00000624872	ENSG00000183576	SETD3	ENSPKIP00000026021	ENSPKIG00000008654	setd3
ENSP00000494051	ENSG00000100167	SEPTIN3	ENSPKIP00000015282	ENSPKIG00000002056	septin3
ENSP00000544734	ENSG00000144847	IGSF11	ENSPKIP00000004597	ENSPKIG00000021637	igsf11
ENSP00000765771	ENSG00000161980	POLR3K	ENSPKIP00000002964	ENSPKIG00000020663	polr3k
ENSP00000328940	ENSG00000181625	SLX1B	ENSPKIP00000023972	ENSPKIG00000007396	slx1b
ENSP00000746151	ENSG00000161618	ALDH16A1	ENSPKIP00000002070	ENSPKIG00000020091	aldh16a1
ENSP00000332325	ENSG00000183779	ZNF703	ENSPKIP00000034807	ENSPKIG00000014003	ZNF703
ENSP00000232519	ENSG00000114405	CEP15	ENSPKIP00000008063	ENSPKIG00000023719	si:dkey-274m17.3
ENSP00000324270	ENSG00000180914	OXTR	ENSPKIP00000009669	ENSPKIG00000024683	oxtrb
ENSP00000491568	ENSG00000284024	MSANTD7	ENSPKIP00000013079	ENSPKIG00000000642	
ENSP00000523265	ENSG00000139192	TAPBPL	ENSPKIP00000024665	ENSPKIG00000007806	tapbpl
ENSP00000378326	ENSG00000188372	ZP3	ENSPKIP00000041772	ENSPKIG00000018176	
ENSP00000785773	ENSG00000172340	SUCLG2	ENSPKIP00000006109	ENSPKIG00000022512	SUCLG2
ENSP00000245957	ENSG00000089101	CFAP61	ENSPKIP00000039878	ENSPKIG00000017034	si:zfos-223e1.2
ENSP00000372750	ENSG00000184984	CHRM5	ENSPKIP00000015684	ENSPKIG00000002319	chrm5a
ENSP00000456845	ENSG00000103994	ZNF106	ENSPKIP00000025859	ENSPKIG00000008506	znf106a
ENSP00000518253	ENSG00000126746	ZNF384	ENSPKIP00000015533	ENSPKIG00000002222	znf384b
ENSP00000576535	ENSG00000138617	PARP16	ENSPKIP00000037919	ENSPKIG00000015906	parp16
ENSP00000386845	ENSG00000144331	ZNF385B	ENSPKIP00000003965	ENSPKIG00000021255	znf385b
ENSP00000397020	ENSG00000233436	BTBD18	ENSPKIP00000025286	ENSPKIG00000008221	
ENSP00000360855	ENSG00000152779	SLC16A12	ENSPKIP00000010098	ENSPKIG00000024944	slc16a12b
ENSP00000627699	ENSG00000151229	SLC2A13	ENSPKIP00000033912	ENSPKIG00000013437	slc2a13b
ENSP00000362442	ENSG00000124143	ARHGAP40	ENSPKIP00000017714	ENSPKIG00000003490	ARHGAP40
ENSP00000615485	ENSG00000141750	STAC2	ENSPKIP00000005419	ENSPKIG00000022092	STAC2
ENSP00000255078	ENSG00000132740	IGHMBP2	ENSPKIP00000000798	ENSPKIG00000019306	ighmbp2
ENSP00000363925	ENSG00000136824	SMC2	ENSPKIP00000014927	ENSPKIG00000001788	smc2
ENSP00000586734	ENSG00000105486	LIG1	ENSPKIP00000038267	ENSPKIG00000016081	lig1
ENSP00000797412	ENSG00000111711	GOLT1B	ENSPKIP00000025018	ENSPKIG00000008042	golt1bb
ENSP00000647194	ENSG00000107798	LIPA	ENSPKIP00000010223	ENSPKIG00000025024	lipf
ENSP00000613450	ENSG00000198898	CAPZA2	ENSPKIP00000025728	ENSPKIG00000008482	CAPZA2
ENSP00000342254	ENSG00000189227	C15orf61	ENSPKIP00000037867	ENSPKIG00000015892	zgc:162898
ENSP00000266395	ENSG00000139053	PDE6H	ENSPKIP00000029612	ENSPKIG00000010790	pde6ha.2
ENSP00000780032	ENSG00000213397	HAUS7	ENSPKIP00000023247	ENSPKIG00000006922	haus7
ENSP00000574353	ENSG00000166938	DIS3L	ENSPKIP00000037248	ENSPKIG00000015490	dis3l
ENSP00000596172	ENSG00000088833	NSFL1C	ENSPKIP00000023919	ENSPKIG00000007360	nsfl1c
ENSP00000530373	ENSG00000006282	SPATA20	ENSPKIP00000004218	ENSPKIG00000021415	spata20
ENSP00000356602	ENSG00000009844	VTA1	ENSPKIP00000015295	ENSPKIG00000002058	vta1
ENSP00000616158	ENSG00000149573	MPZL2	ENSPKIP00000010626	ENSPKIG00000025272	MPZL2
ENSP00000415836	ENSG00000158805	ZNF276	ENSPKIP00000019460	ENSPKIG00000004626	znf276
ENSP00000318158	ENSG00000062582	MRPS24	ENSPKIP00000016758	ENSPKIG00000002949	mrps24
ENSP00000571966	ENSG00000094631	HDAC6	ENSPKIP00000008725	ENSPKIG00000024072	hdac6
ENSP00000362202	ENSG00000136908	DPM2	ENSPKIP00000004313	ENSPKIG00000021474	dpm2
ENSP00000349568	ENSG00000197748	CFAP43	ENSPKIP00000015074	ENSPKIG00000001908	
ENSP00000668082	ENSG00000166477	LEO1	ENSPKIP00000004078	ENSPKIG00000021315	leo1
ENSP00000359116	ENSG00000125531	FNDC11	ENSPKIP00000021465	ENSPKIG00000005857	
ENSP00000644308	ENSG00000170786	SDR16C5	ENSPKIP00000028985	ENSPKIG00000010405	sdr16c5b
ENSP00000567151	ENSG00000198171	DDRGK1	ENSPKIP00000000418	ENSPKIG00000019095	DDRGK1
ENSP00000448580	ENSG00000166211	SPIC	ENSPKIP00000023473	ENSPKIG00000007092	spic
ENSP00000333833	ENSG00000183723	CMTM4	ENSPKIP00000023727	ENSPKIG00000007240	cmtm4
ENSP00000433926	ENSG00000100697	DICER1	ENSPKIP00000001827	ENSPKIG00000019962	dicer1
ENSP00000266732	ENSG00000120802	TMPO	ENSPKIP00000024624	ENSPKIG00000007795	tmpob
ENSP00000528363	ENSG00000099282	TSPAN15	ENSPKIP00000025701	ENSPKIG00000008464	tspan15
ENSP00000283905	ENSG00000153790	SPMIP4	ENSPKIP00000027665	ENSPKIG00000009627	
ENSP00000406203	ENSG00000171552	BCL2L1	ENSPKIP00000008639	ENSPKIG00000024053	BCL2L1
ENSP00000554442	ENSG00000110871	COQ5	ENSPKIP00000027468	ENSPKIG00000009514	COQ5
ENSP00000267803	ENSG00000140254	DUOXA1	ENSPKIP00000005481	ENSPKIG00000022139	duoxa
ENSP00000322508	ENSG00000100478	AP4S1	ENSPKIP00000033147	ENSPKIG00000012967	ap4s1
ENSP00000616580	ENSG00000157782	CABP1	ENSPKIP00000038078	ENSPKIG00000015994	cabp2a
ENSP00000634035	ENSG00000103227	LMF1	ENSPKIP00000010330	ENSPKIG00000025082	lmf1
ENSP00000634269	ENSG00000107745	MICU1	ENSPKIP00000022665	ENSPKIG00000006562	micu1
ENSP00000415026	ENSG00000224940	PRRT4	ENSPKIP00000007601	ENSPKIG00000023436	prrt4b
ENSP00000490100	ENSG00000153179	RASSF3	ENSPKIP00000027355	ENSPKIG00000009457	rassf3
ENSP00000397927	ENSG00000100227	POLDIP3	ENSPKIP00000015474	ENSPKIG00000002188	poldip3
ENSP00000266744	ENSG00000139352	ASCL1	ENSPKIP00000021951	ENSPKIG00000006153	ascl1a
ENSP00000772878	ENSG00000124194	GDAP1L1	ENSPKIP00000030582	ENSPKIG00000011388	gdap1l1
ENSP00000596709	ENSG00000100600	LGMN	ENSPKIP00000035194	ENSPKIG00000014058	lgmn
ENSP00000297537	ENSG00000164900	GBX1	ENSPKIP00000019883	ENSPKIG00000004870	gbx1
ENSP00000635241	ENSG00000188176	SMTNL2	ENSPKIP00000003671	ENSPKIG00000021081	SMTNL2
ENSP00000685199	ENSG00000090054	SPTLC1	ENSPKIP00000003617	ENSPKIG00000021034	sptlc1
ENSP00000288912	ENSG00000158023	CFAP251	ENSPKIP00000008129	ENSPKIG00000023760	cfap251
ENSP00000383594	ENSG00000215712	TMEM242	ENSPKIP00000007639	ENSPKIG00000023456	tmem242
ENSP00000657937	ENSG00000099812	MISP	ENSPKIP00000031869	ENSPKIG00000012191	
ENSP00000418593	ENSG00000124104	SNX21	ENSPKIP00000042034	ENSPKIG00000018370	snx21
ENSP00000393987	ENSG00000198673	TAFA2	ENSPKIP00000041735	ENSPKIG00000018157	TAFA3
ENSP00000492160	ENSG00000206069	LHFPL7	ENSPKIP00000001469	ENSPKIG00000019759	si:dkey-35m8.1
ENSP00000800771	ENSG00000100216	TOMM22	ENSPKIP00000016144	ENSPKIG00000002598	tomm22
ENSP00000349446	ENSG00000118520	ARG1	ENSPKIP00000015942	ENSPKIG00000002459	arg1
ENSP00000499661	ENSG00000188322	SBK1	ENSPKIP00000022320	ENSPKIG00000006373	sbk1
ENSP00000249014	ENSG00000128283	CDC42EP1	ENSPKIP00000016371	ENSPKIG00000002717	cdc42ep1a
ENSP00000380251	ENSG00000213965	NUDT19	ENSPKIP00000002738	ENSPKIG00000020518	nudt19
ENSP00000495832	ENSG00000119913	TECTB	ENSPKIP00000013798	ENSPKIG00000001093	tectb
ENSP00000254250	ENSG00000131931	THAP1	ENSPKIP00000000193	ENSPKIG00000018957	THAP1
ENSP00000672588	ENSG00000161944	ASGR2	ENSPKIP00000030818	ENSPKIG00000011534	
ENSP00000360998	ENSG00000152766	ANKRD22	ENSPKIP00000010216	ENSPKIG00000025019	ankrd22
ENSP00000566595	ENSG00000102934	PLLP	ENSPKIP00000005310	ENSPKIG00000022030	pllp
ENSP00000509830	ENSG00000122877	EGR2	ENSPKIP00000013472	ENSPKIG00000000900	egr2b
ENSP00000417278	ENSG00000178053	MLF1	ENSPKIP00000019982	ENSPKIG00000004936	mlf1
ENSP00000323897	ENSG00000167984	NLRC3	ENSPKIP00000015738	ENSPKIG00000002323	nlrc3
ENSP00000358902	ENSG00000130590	SAMD10	ENSPKIP00000020667	ENSPKIG00000005361	samd10b
ENSP00000229554	ENSG00000111834	RSPH4A	ENSPKIP00000039856	ENSPKIG00000017045	rsph4a
ENSP00000215912	ENSG00000100100	PIK3IP1	ENSPKIP00000007334	ENSPKIG00000023271	PIK3IP1
ENSP00000480722	ENSG00000275074	NUDT18	ENSPKIP00000010158	ENSPKIG00000024982	nudt18
ENSP00000344071	ENSG00000053328	METTL24	ENSPKIP00000033860	ENSPKIG00000013414	METTL24
ENSP00000552425	ENSG00000166169	POLL	ENSPKIP00000014142	ENSPKIG00000001318	poll
ENSP00000329757	ENSG00000185883	ATP6V0C	ENSPKIP00000025678	ENSPKIG00000008460	ATP6V0C
ENSP00000502774	ENSG00000185900	POMK	ENSPKIP00000039413	ENSPKIG00000016773	pomk
ENSP00000505244	ENSG00000239900	ADSL	ENSPKIP00000023768	ENSPKIG00000007255	adsl
ENSP00000636312	ENSG00000065457	ADAT1	ENSPKIP00000019969	ENSPKIG00000004925	adat1
ENSP00000617341	ENSG00000104723	TUSC3	ENSPKIP00000009579	ENSPKIG00000024639	tusc3
ENSP00000277010	ENSG00000147955	SIGMAR1	ENSPKIP00000006808	ENSPKIG00000022940	sigmar1
ENSP00000419713	ENSG00000163584	RPL22L1	ENSPKIP00000003059	ENSPKIG00000020724	rpl22l1
ENSP00000397863	ENSG00000157368	IL34	ENSPKIP00000016515	ENSPKIG00000002808	il34
ENSP00000587180	ENSG00000153107	ANAPC1	ENSPKIP00000003654	ENSPKIG00000021019	anapc1
ENSP00000585016	ENSG00000118162	KPTN	ENSPKIP00000037172	ENSPKIG00000015461	kptn
ENSP00000006015	ENSG00000005073	HOXA11	ENSPKIP00000012392	ENSPKIG00000000203	hoxa11b
ENSP00000571436	ENSG00000182220	ATP6AP2	ENSPKIP00000032751	ENSPKIG00000012713	atp6ap2
ENSP00000777359	ENSG00000145103	ILDR1	ENSPKIP00000028349	ENSPKIG00000010032	ildr1b
ENSP00000347197	ENSG00000197405	C5AR1	ENSPKIP00000011973	ENSPKIG00000025668	c3ar1
ENSP00000787029	ENSG00000104976	SNAPC2	ENSPKIP00000012210	ENSPKIG00000000084	
ENSP00000376504	ENSG00000110002	VWA5A	ENSPKIP00000026563	ENSPKIG00000008958	
ENSP00000490925	ENSG00000227051	C14orf132	ENSPKIP00000006248	ENSPKIG00000022610	C14orf132
ENSP00000529108	ENSG00000136444	RSAD1	ENSPKIP00000041034	ENSPKIG00000017753	rsad1
ENSP00000346359	ENSG00000100578	KIAA0586	ENSPKIP00000037253	ENSPKIG00000015498	si:ch211-185a18.2
ENSP00000376506	ENSG00000114209	PDCD10	ENSPKIP00000009270	ENSPKIG00000024386	pdcd10b
ENSP00000530582	ENSG00000140287	HDC	ENSPKIP00000001326	ENSPKIG00000019642	hdc
ENSP00000532809	ENSG00000105583	WDR83OS	ENSPKIP00000020245	ENSPKIG00000005091	wdr83os
ENSP00000525735	ENSG00000111911	HINT3	ENSPKIP00000033067	ENSPKIG00000012913	hint3
ENSP00000603145	ENSG00000101191	DIDO1	ENSPKIP00000004414	ENSPKIG00000021536	
ENSP00000257787	ENSG00000135334	AKIRIN2	ENSPKIP00000038794	ENSPKIG00000016435	akirin2
ENSP00000379369	ENSG00000171956	FOXB1	ENSPKIP00000025104	ENSPKIG00000008092	FOXB1
ENSP00000616230	ENSG00000109991	P2RX3	ENSPKIP00000036781	ENSPKIG00000015212	p2rx3b
ENSP00000319739	ENSG00000117906	RCN2	ENSPKIP00000025796	ENSPKIG00000008525	rcn2
ENSP00000381928	ENSG00000137463	MGARP	ENSPKIP00000033709	ENSPKIG00000013320	
ENSP00000514095	ENSG00000042980	ADAM28	ENSPKIP00000012095	ENSPKIG00000000009	adam28
ENSP00000398350	ENSG00000175573	C11orf68	ENSPKIP00000024205	ENSPKIG00000007550	zgc:63470
ENSP00000582825	ENSG00000138771	SHROOM3	ENSPKIP00000025165	ENSPKIG00000008146	shroom3
ENSP00000613704	ENSG00000104142	VPS18	ENSPKIP00000013260	ENSPKIG00000000753	vps18
ENSP00000335147	ENSG00000186352	ANKRD37	ENSPKIP00000007994	ENSPKIG00000023670	ankrd37
ENSP00000424718	ENSG00000174130	TLR6	ENSPKIP00000033701	ENSPKIG00000013318	
ENSP00000424757	ENSG00000137601	NEK1	ENSPKIP00000017934	ENSPKIG00000003655	NEK1
ENSP00000590295	ENSG00000178445	GLDC	ENSPKIP00000021629	ENSPKIG00000005912	gldc
