Dre Gene ID	Dre Protein ID	Dre Gene Name	Eel Gene ID	Eel Protein ID	Eel Gene Name
ENSDARP00000103392	ENSDARG00000079415	dnajc30b	ENSEEEP00000054715	ENSEEEG00000028846	
ENSDARP00000136707	ENSDARG00000099169	cxcl8b.3	ENSEEEP00000001571	ENSEEEG00000001008	
ENSDARP00000135787	ENSDARG00000102776	cxcl19	ENSEEEP00000034796	ENSEEEG00000016552	cxcl19
ENSDARP00000089506	ENSDARG00000068305	mrps14	ENSEEEP00000009570	ENSEEEG00000004890	MRPS14
ENSDARP00000098337	ENSDARG00000077317	snx29	ENSEEEP00000021010	ENSEEEG00000010199	SNX29
ENSDARP00000073615	ENSDARG00000056642	hdac9b	ENSEEEP00000029494	ENSEEEG00000014099	hdac9b
ENSDARP00000118274	ENSDARG00000056128	fastkd1	ENSEEEP00000054075	ENSEEEG00000018549	fastkd1
ENSDARP00000015577	ENSDARG00000013122	maf1a	ENSEEEP00000032519	ENSEEEG00000015506	MAF1
ENSDARP00000102296	ENSDARG00000075045	cxcl18b	ENSEEEP00000051998	ENSEEEG00000024398	
ENSDARP00000142412	ENSDARG00000079849	nrtn	ENSEEEP00000051374	ENSEEEG00000024108	
ENSDARP00000127717	ENSDARG00000062887	steap2	ENSEEEP00000020505	ENSEEEG00000010013	STEAP2
ENSDARP00000138527	ENSDARG00000045224	glipr1a	ENSEEEP00000042913	ENSEEEG00000020247	GLIPR1
ENSDARP00000127920	ENSDARG00000077618	rin3	ENSEEEP00000049398	ENSEEEG00000023214	RIN3
ENSDARP00000148577	ENSDARG00000101512	tmx4	ENSEEEP00000056750	ENSEEEG00000028133	TMX4
ENSDARP00000009087	ENSDARG00000013245	wbp1la	ENSEEEP00000061627	ENSEEEG00000028402	wbp1la
ENSDARP00000055854	ENSDARG00000038297	aspdh	ENSEEEP00000002414	ENSEEEG00000001404	ASPDH
ENSDARP00000079033	ENSDARG00000070097	selenos	ENSEEEP00000032141	ENSEEEG00000015331	SELENOS
ENSDARP00000008475	ENSDARG00000003229	gdf9	ENSEEEP00000048180	ENSEEEG00000022679	GDF9
ENSDARP00000063150	ENSDARG00000006617	napga	ENSEEEP00000015462	ENSEEEG00000007663	napga
ENSDARP00000059437	ENSDARG00000040607	rtf2	ENSEEEP00000015676	ENSEEEG00000007762	RTF2
ENSDARP00000092102	ENSDARG00000069552	atoh7	ENSEEEP00000014620	ENSEEEG00000007267	ATOH7
ENSDARP00000106916	ENSDARG00000045296	cops9	ENSEEEP00000046923	ENSEEEG00000022092	COPS9
ENSDARP00000138817	ENSDARG00000103718	chmp5b	ENSEEEP00000002481	ENSEEEG00000001452	CHMP5
ENSDARP00000140180	ENSDARG00000079125	sowahab	ENSEEEP00000048185	ENSEEEG00000022685	sowahab
ENSDARP00000099723	ENSDARG00000074379	knstrn	ENSEEEP00000024790	ENSEEEG00000012006	KNSTRN
ENSDARP00000116826	ENSDARG00000057075	lamtor3	ENSEEEP00000033432	ENSEEEG00000015880	LAMTOR3
ENSDARP00000144822	ENSDARG00000102291	eef1da	ENSEEEP00000003405	ENSEEEG00000001902	eef1da
ENSDARP00000052786	ENSDARG00000036338	vps11	ENSEEEP00000031819	ENSEEEG00000015126	VPS11
ENSDARP00000110535	ENSDARG00000087285	tmem182b	ENSEEEP00000039197	ENSEEEG00000018631	tmem182b
ENSDARP00000134435	ENSDARG00000101637	ccnd1	ENSEEEP00000038524	ENSEEEG00000018287	CCND1
ENSDARP00000119160	ENSDARG00000013434	hira	ENSEEEP00000036975	ENSEEEG00000017233	HIRA
ENSDARP00000136939	ENSDARG00000015552	phactr4a	ENSEEEP00000029445	ENSEEEG00000014097	phactr4a
ENSDARP00000153699	ENSDARG00000069089	agrp	ENSEEEP00000045491	ENSEEEG00000021464	AGRP
ENSDARP00000128801	ENSDARG00000071652	rrp8	ENSEEEP00000036763	ENSEEEG00000017449	RRP8
ENSDARP00000105583	ENSDARG00000041729	sntb1	ENSEEEP00000026928	ENSEEEG00000012999	SNTB1
ENSDARP00000087173	ENSDARG00000063445	snap47	ENSEEEP00000038719	ENSEEEG00000018373	SNAP47
ENSDARP00000096160	ENSDARG00000058995	jmjd4	ENSEEEP00000038723	ENSEEEG00000018374	JMJD4
ENSDARP00000112202	ENSDARG00000087921	plce1	ENSEEEP00000038434	ENSEEEG00000018256	plce1
ENSDARP00000076157	ENSDARG00000058780	slc9a2	ENSEEEP00000005096	ENSEEEG00000002658	SLC9A2
ENSDARP00000076347	ENSDARG00000058940	pierce1	ENSEEEP00000021610	ENSEEEG00000010519	si:ch211-248e11.2
ENSDARP00000073572	ENSDARG00000056601	plekha3	ENSEEEP00000009994	ENSEEEG00000005081	PLEKHA3
ENSDARP00000023917	ENSDARG00000004060	bhlhe40	ENSEEEP00000012641	ENSEEEG00000006346	BHLHE40
ENSDARP00000006549	ENSDARG00000016656	mgme1	ENSEEEP00000045870	ENSEEEG00000021622	MGME1
ENSDARP00000122029	ENSDARG00000038898	zgc:113691	ENSEEEP00000016568	ENSEEEG00000008209	zgc:113691
ENSDARP00000039217	ENSDARG00000026350	wasb	ENSEEEP00000055135	ENSEEEG00000016324	wasb
ENSDARP00000128994	ENSDARG00000076518	mettl1	ENSEEEP00000032509	ENSEEEG00000015495	METTL1
ENSDARP00000056771	ENSDARG00000079238	trim59	ENSEEEP00000025721	ENSEEEG00000012464	TRIM59
ENSDARP00000130273	ENSDARG00000103038	pik3r3a	ENSEEEP00000004886	ENSEEEG00000002550	pik3r3a
ENSDARP00000116609	ENSDARG00000009342	txndc5	ENSEEEP00000033594	ENSEEEG00000015974	TXNDC5
ENSDARP00000129592	ENSDARG00000002523	hsdl2	ENSEEEP00000023041	ENSEEEG00000011182	HSDL2
ENSDARP00000149196	ENSDARG00000004176	ulk4	ENSEEEP00000064476	ENSEEEG00000010276	ULK4
ENSDARP00000135911	ENSDARG00000099554	sec16b	ENSEEEP00000004200	ENSEEEG00000002218	ADAD2
ENSDARP00000049062	ENSDARG00000029370	ankrd6b	ENSEEEP00000047352	ENSEEEG00000022292	ankrd6b
ENSDARP00000068130	ENSDARG00000051926	plag1	ENSEEEP00000064568	ENSEEEG00000001831	PLAG1
ENSDARP00000117884	ENSDARG00000094894	tyrobp	ENSEEEP00000034251	ENSEEEG00000016314	tyrobp
ENSDARP00000054317	ENSDARG00000037334	dnaaf10	ENSEEEP00000018304	ENSEEEG00000008989	wdr92
ENSDARP00000072984	ENSDARG00000056087	ecrg4a	ENSEEEP00000063008	ENSEEEG00000028936	ecrg4a
ENSDARP00000009170	ENSDARG00000002391	tlcd1	ENSEEEP00000010935	ENSEEEG00000005545	TLCD1
ENSDARP00000137866	ENSDARG00000103831	ankrd13c	ENSEEEP00000006375	ENSEEEG00000003387	ANKRD13C
ENSDARP00000113024	ENSDARG00000078327	cep170bb	ENSEEEP00000056505	ENSEEEG00000026731	
ENSDARP00000111870	ENSDARG00000043066	nog2	ENSEEEP00000017682	ENSEEEG00000008729	NOG
ENSDARP00000115996	ENSDARG00000018272	wdr33	ENSEEEP00000023013	ENSEEEG00000011175	WDR33
ENSDARP00000064087	ENSDARG00000043644	vkorc1l1	ENSEEEP00000054760	ENSEEEG00000025808	VKORC1L1
ENSDARP00000072863	ENSDARG00000055989	tmem161b	ENSEEEP00000046553	ENSEEEG00000021905	TMEM161B
ENSDARP00000117117	ENSDARG00000077257	timd4	ENSEEEP00000014961	ENSEEEG00000007451	TIMD4
ENSDARP00000127972	ENSDARG00000070916	dnajc27	ENSEEEP00000041911	ENSEEEG00000019806	DNAJC27
ENSDARP00000044837	ENSDARG00000032849	ndrg1a	ENSEEEP00000039154	ENSEEEG00000016498	ndrg1a
ENSDARP00000105669	ENSDARG00000038977	slc25a24l	ENSEEEP00000023794	ENSEEEG00000011543	slc25a24l
ENSDARP00000059622	ENSDARG00000040698	plekha8	ENSEEEP00000030664	ENSEEEG00000014685	plekha8
ENSDARP00000130067	ENSDARG00000100292	cimip2b	ENSEEEP00000032954	ENSEEEG00000015690	FAM166B
ENSDARP00000132434	ENSDARG00000070985	mrps21	ENSEEEP00000054465	ENSEEEG00000025943	MRPS21
ENSDARP00000062535	ENSDARG00000042630	hebp2	ENSEEEP00000019793	ENSEEEG00000009687	HEBP2
ENSDARP00000126692	ENSDARG00000096603	bmb	ENSEEEP00000039717	ENSEEEG00000018833	bmb
ENSDARP00000112607	ENSDARG00000092285	cenpv	ENSEEEP00000011848	ENSEEEG00000005967	cenpv
ENSDARP00000085236	ENSDARG00000062636	fem1b	ENSEEEP00000064255	ENSEEEG00000028890	FEM1B
ENSDARP00000050870	ENSDARG00000035132	rgs3b	ENSEEEP00000051392	ENSEEEG00000024117	rgs3b
ENSDARP00000081470	ENSDARG00000061197	armc7	ENSEEEP00000017828	ENSEEEG00000008803	ARMC7
ENSDARP00000153216	ENSDARG00000087779	pum3	ENSEEEP00000041353	ENSEEEG00000019487	PUM3
ENSDARP00000052324	ENSDARG00000036041	f2	ENSEEEP00000024979	ENSEEEG00000012083	F2
ENSDARP00000098368	ENSDARG00000077926	nopchap1	ENSEEEP00000008922	ENSEEEG00000004606	si:dkey-48p11.3
ENSDARP00000045599	ENSDARG00000030494	hjv	ENSEEEP00000032131	ENSEEEG00000015328	HJV
ENSDARP00000109550	ENSDARG00000056627	cxcl14	ENSEEEP00000029653	ENSEEEG00000014199	CXCL14
ENSDARP00000075599	ENSDARG00000058297	timm13	ENSEEEP00000024273	ENSEEEG00000011773	TIMM13
ENSDARP00000122766	ENSDARG00000025338	hagh	ENSEEEP00000057012	ENSEEEG00000004550	HAGH
ENSDARP00000040032	ENSDARG00000016010	nup107	ENSEEEP00000052372	ENSEEEG00000024527	NUP107
ENSDARP00000131759	ENSDARG00000092998	si:ch211-202f5.3	ENSEEEP00000033140	ENSEEEG00000015768	si:ch211-202f5.3
ENSDARP00000084113	ENSDARG00000062204	sigirr	ENSEEEP00000003204	ENSEEEG00000001803	SIGIRR
ENSDARP00000038446	ENSDARG00000023299	snu13b	ENSEEEP00000059917	ENSEEEG00000015257	snu13b
ENSDARP00000134889	ENSDARG00000100170	pam	ENSEEEP00000063192	ENSEEEG00000019915	PAM
ENSDARP00000119580	ENSDARG00000007285	mrpl57	ENSEEEP00000041032	ENSEEEG00000019432	MRPL57
ENSDARP00000096454	ENSDARG00000071463	zgc:154125	ENSEEEP00000017592	ENSEEEG00000008692	
ENSDARP00000115722	ENSDARG00000052721	prim2	ENSEEEP00000008213	ENSEEEG00000004278	PRIM2
ENSDARP00000002797	ENSDARG00000015955	cldn3d	ENSEEEP00000010727	ENSEEEG00000005430	cldnc
ENSDARP00000054204	ENSDARG00000037259	ndufb6	ENSEEEP00000037057	ENSEEEG00000017600	NDUFB6
ENSDARP00000106624	ENSDARG00000020218	amfra	ENSEEEP00000008475	ENSEEEG00000004421	amfra
ENSDARP00000150339	ENSDARG00000101886	pdxdc1	ENSEEEP00000030009	ENSEEEG00000014321	PDXDC1
ENSDARP00000013064	ENSDARG00000004307	lypd6	ENSEEEP00000048260	ENSEEEG00000022726	LYPD6
ENSDARP00000067823	ENSDARG00000046133	b3galnt2	ENSEEEP00000019010	ENSEEEG00000009323	B3GALNT2
ENSDARP00000142010	ENSDARG00000098497	hrasa	ENSEEEP00000049180	ENSEEEG00000023109	HRAS
ENSDARP00000127960	ENSDARG00000086091	kcnn4	ENSEEEP00000037219	ENSEEEG00000017694	KCNN4
ENSDARP00000029558	ENSDARG00000023591	nrbf2b	ENSEEEP00000061384	ENSEEEG00000027126	nrbf2b
ENSDARP00000037758	ENSDARG00000026829	cotl1	ENSEEEP00000022507	ENSEEEG00000010923	COTL1
ENSDARP00000064832	ENSDARG00000044155	mafaa	ENSEEEP00000061231	ENSEEEG00000027431	mafaa
ENSDARP00000084022	ENSDARG00000062442	meiob	ENSEEEP00000018543	ENSEEEG00000009107	msrb1b
ENSDARP00000123992	ENSDARG00000045401	mllt10	ENSEEEP00000035179	ENSEEEG00000016739	mllt10
ENSDARP00000065361	ENSDARG00000044512	ca4c	ENSEEEP00000010940	ENSEEEG00000005548	ca4c
ENSDARP00000103685	ENSDARG00000076627	smg9	ENSEEEP00000037229	ENSEEEG00000017695	SMG9
ENSDARP00000061134	ENSDARG00000023117	gopc	ENSEEEP00000015033	ENSEEEG00000007481	gopc
ENSDARP00000059666	ENSDARG00000040730	wdr75	ENSEEEP00000049427	ENSEEEG00000023230	WDR75
ENSDARP00000013006	ENSDARG00000016302	upf1	ENSEEEP00000000106	ENSEEEG00000000063	UPF1
ENSDARP00000105066	ENSDARG00000089314	mapta	ENSEEEP00000014410	ENSEEEG00000007175	mapta
ENSDARP00000058254	ENSDARG00000039827	bbs5	ENSEEEP00000039158	ENSEEEG00000018562	bbs5
ENSDARP00000135997	ENSDARG00000054666	pgpep1	ENSEEEP00000053452	ENSEEEG00000027260	PGPEP1
ENSDARP00000136897	ENSDARG00000100721	si:ch211-175l6.2	ENSEEEP00000004696	ENSEEEG00000028696	trim35-13
ENSDARP00000042671	ENSDARG00000029088	guf1	ENSEEEP00000033646	ENSEEEG00000015858	GUF1
ENSDARP00000145316	ENSDARG00000007576	crybb1l1	ENSEEEP00000032352	ENSEEEG00000015421	crybb1l1
ENSDARP00000133400	ENSDARG00000101768	trgv3	ENSEEEP00000050105	ENSEEEG00000029093	
ENSDARP00000107134	ENSDARG00000032802	ktn1	ENSEEEP00000055350	ENSEEEG00000006385	KTN1
ENSDARP00000116332	ENSDARG00000088390	nme4	ENSEEEP00000062433	ENSEEEG00000018346	NME4
ENSDARP00000088526	ENSDARG00000067850	jund	ENSEEEP00000000127	ENSEEEG00000000093	JUND
ENSDARP00000115941	ENSDARG00000031698	mylk2	ENSEEEP00000009726	ENSEEEG00000004955	creb1a
ENSDARP00000121562	ENSDARG00000078701	prdm13	ENSEEEP00000024785	ENSEEEG00000011997	PRDM13
ENSDARP00000013072	ENSDARG00000007406	phox2a	ENSEEEP00000008069	ENSEEEG00000004207	PHOX2A
ENSDARP00000111582	ENSDARG00000091777	mapkap1	ENSEEEP00000041289	ENSEEEG00000019539	MAPKAP1
ENSDARP00000009190	ENSDARG00000007359	zgc:56596	ENSEEEP00000001886	ENSEEEG00000001182	UBL4A
ENSDARP00000100110	ENSDARG00000030350	mnx2b	ENSEEEP00000041768	ENSEEEG00000019752	mnx2b
ENSDARP00000138255	ENSDARG00000104891	si:dkey-109j17.5	ENSEEEP00000011806	ENSEEEG00000005945	si:dkey-109j17.5
ENSDARP00000132926	ENSDARG00000100439	zgc:153383	ENSEEEP00000020848	ENSEEEG00000010163	FAM177A1
ENSDARP00000138045	ENSDARG00000105061	si:ch73-261i21.5	ENSEEEP00000029792	ENSEEEG00000014272	si:ch73-261i21.5
ENSDARP00000120666	ENSDARG00000074776	tmem154	ENSEEEP00000015494	ENSEEEG00000007692	tmem154
ENSDARP00000077802	ENSDARG00000037883	prcp	ENSEEEP00000063928	ENSEEEG00000018111	PRCP
ENSDARP00000088044	ENSDARG00000077060	rbm6	ENSEEEP00000012455	ENSEEEG00000006254	rbm6
ENSDARP00000063695	ENSDARG00000043388	atraid	ENSEEEP00000051008	ENSEEEG00000023954	ATRAID
ENSDARP00000040190	ENSDARG00000091418	snx17	ENSEEEP00000051025	ENSEEEG00000023956	SNX17
ENSDARP00000095538	ENSDARG00000071032	pnkd	ENSEEEP00000047710	ENSEEEG00000022459	pnkd
ENSDARP00000021980	ENSDARG00000019302	mid1ip1b	ENSEEEP00000026437	ENSEEEG00000012790	mid1ip1b
ENSDARP00000137545	ENSDARG00000099593	r3hcc1	ENSEEEP00000028310	ENSEEEG00000013607	
ENSDARP00000006784	ENSDARG00000009470	hnf1a	ENSEEEP00000058913	ENSEEEG00000023849	HNF1A
ENSDARP00000125625	ENSDARG00000006031	abat	ENSEEEP00000043529	ENSEEEG00000020394	ABAT
ENSDARP00000136072	ENSDARG00000095459	si:ch211-191j22.3	ENSEEEP00000005768	ENSEEEG00000003048	si:ch211-191j22.3
ENSDARP00000092882	ENSDARG00000017798	bcor	ENSEEEP00000023547	ENSEEEG00000011419	BCOR
ENSDARP00000082680	ENSDARG00000061691	qpctla	ENSEEEP00000055253	ENSEEEG00000028811	qpctla
ENSDARP00000049792	ENSDARG00000042533	gstm.1	ENSEEEP00000029184	ENSEEEG00000013994	gstm.1
ENSDARP00000058788	ENSDARG00000040190	qdpra	ENSEEEP00000032468	ENSEEEG00000015476	qdpra
ENSDARP00000134335	ENSDARG00000093058	stmp1	ENSEEEP00000021938	ENSEEEG00000010659	STMP1
ENSDARP00000026717	ENSDARG00000005320	nipsnap1	ENSEEEP00000019668	ENSEEEG00000009625	NIPSNAP1
ENSDARP00000014604	ENSDARG00000006677	ripk1l	ENSEEEP00000051488	ENSEEEG00000024174	ripk1l
ENSDARP00000003302	ENSDARG00000042833	rffl	ENSEEEP00000049948	ENSEEEG00000023482	RFFL
ENSDARP00000128500	ENSDARG00000013240	sxph	ENSEEEP00000018056	ENSEEEG00000008892	zgc:172271
ENSDARP00000053595	ENSDARG00000036911	scamp1	ENSEEEP00000012955	ENSEEEG00000006511	SCAMP1
ENSDARP00000109153	ENSDARG00000088204	shisa8b	ENSEEEP00000023746	ENSEEEG00000011503	shisa8b
ENSDARP00000086168	ENSDARG00000063032	dok6	ENSEEEP00000020362	ENSEEEG00000009937	DOK6
ENSDARP00000003829	ENSDARG00000019791	prmt3	ENSEEEP00000051550	ENSEEEG00000024202	PRMT3
ENSDARP00000061273	ENSDARG00000041811	rps25	ENSEEEP00000022529	ENSEEEG00000010938	RPS25
ENSDARP00000002618	ENSDARG00000015070	pola2	ENSEEEP00000022425	ENSEEEG00000010866	pola2
ENSDARP00000060161	ENSDARG00000041065	hspb1	ENSEEEP00000000138	ENSEEEG00000000101	HSPB1
ENSDARP00000111763	ENSDARG00000089795	sertad4	ENSEEEP00000049276	ENSEEEG00000023162	SERTAD4
ENSDARP00000108576	ENSDARG00000041887	sf3a1	ENSEEEP00000040400	ENSEEEG00000019119	SF3A1
ENSDARP00000125087	ENSDARG00000045437	slc35b3	ENSEEEP00000033541	ENSEEEG00000015943	SLC35B3
ENSDARP00000124893	ENSDARG00000041295	lim2.5	ENSEEEP00000043610	ENSEEEG00000020616	LIM2
ENSDARP00000140912	ENSDARG00000101393	si:dkey-31g6.6	ENSEEEP00000012049	ENSEEEG00000006076	si:dkey-31g6.6
ENSDARP00000138592	ENSDARG00000101798	or94a1	ENSEEEP00000007020	ENSEEEG00000003698	si:dkeyp-3f10.17
ENSDARP00000073441	ENSDARG00000056480	cpvl	ENSEEEP00000058373	ENSEEEG00000014691	CPVL
ENSDARP00000119440	ENSDARG00000077371	kcnk15	ENSEEEP00000028312	ENSEEEG00000013608	KCNK15
ENSDARP00000015997	ENSDARG00000017775	atp5mc3a	ENSEEEP00000021274	ENSEEEG00000010367	atp5mc3b
ENSDARP00000016349	ENSDARG00000021120	ndc1	ENSEEEP00000016484	ENSEEEG00000007930	NDC1
ENSDARP00000142863	ENSDARG00000105562	batf2	ENSEEEP00000049629	ENSEEEG00000023336	si:dkey-23i12.7
ENSDARP00000107271	ENSDARG00000091127	klf15	ENSEEEP00000012684	ENSEEEG00000006368	KLF15
ENSDARP00000122569	ENSDARG00000042933	bloc1s6	ENSEEEP00000048992	ENSEEEG00000023021	BLOC1S6
ENSDARP00000051197	ENSDARG00000035333	mis18a	ENSEEEP00000029768	ENSEEEG00000014260	MIS18A
ENSDARP00000122841	ENSDARG00000057556	rpl17	ENSEEEP00000030490	ENSEEEG00000014601	rpl17
ENSDARP00000104126	ENSDARG00000075299	prxl2c	ENSEEEP00000063358	ENSEEEG00000027575	PRXL2C
ENSDARP00000140752	ENSDARG00000100481	smg6	ENSEEEP00000036372	ENSEEEG00000017297	SMG6
ENSDARP00000114360	ENSDARG00000092074	hcst	ENSEEEP00000034252	ENSEEEG00000016316	HCST
ENSDARP00000052697	ENSDARG00000001712	s100p	ENSEEEP00000050599	ENSEEEG00000023794	si:ch211-247n2.1
ENSDARP00000022653	ENSDARG00000016399	riok1	ENSEEEP00000026517	ENSEEEG00000012788	RIOK1
ENSDARP00000104170	ENSDARG00000039969	akirin1	ENSEEEP00000060273	ENSEEEG00000010473	AKIRIN1
ENSDARP00000038172	ENSDARG00000022438	cox6a1	ENSEEEP00000050747	ENSEEEG00000023845	cox6a1
ENSDARP00000086365	ENSDARG00000063126	gusb	ENSEEEP00000003755	ENSEEEG00000002023	GUSB
ENSDARP00000059973	ENSDARG00000040925	wnt10b	ENSEEEP00000061607	ENSEEEG00000028403	WNT10B
ENSDARP00000141692	ENSDARG00000101199	rbp4	ENSEEEP00000038403	ENSEEEG00000018239	RBP4
ENSDARP00000053283	ENSDARG00000036687	bcl9	ENSEEEP00000050066	ENSEEEG00000023546	BCL9
ENSDARP00000046994	ENSDARG00000034777	txn2	ENSEEEP00000050979	ENSEEEG00000023942	TXN2
ENSDARP00000123966	ENSDARG00000005230	ssr2	ENSEEEP00000037304	ENSEEEG00000017722	SSR2
ENSDARP00000016637	ENSDARG00000021184	rbfox1l	ENSEEEP00000060882	ENSEEEG00000025686	rbfox1l
ENSDARP00000104293	ENSDARG00000077227	fbxl6	ENSEEEP00000011534	ENSEEEG00000005814	
ENSDARP00000152742	ENSDARG00000028222	itgb8	ENSEEEP00000010922	ENSEEEG00000005522	itgb8
ENSDARP00000123937	ENSDARG00000027087	tgfb2	ENSEEEP00000014870	ENSEEEG00000007403	TGFB2
ENSDARP00000094210	ENSDARG00000070461	cdin1	ENSEEEP00000015608	ENSEEEG00000007741	CDIN1
ENSDARP00000128128	ENSDARG00000074829	rasip1	ENSEEEP00000026250	ENSEEEG00000012687	RASIP1
ENSDARP00000094435	ENSDARG00000070546	msgn1	ENSEEEP00000043746	ENSEEEG00000020681	msgn1
ENSDARP00000101952	ENSDARG00000076056	iyd	ENSEEEP00000004114	ENSEEEG00000002187	IYD
ENSDARP00000107905	ENSDARG00000091304	card19	ENSEEEP00000000365	ENSEEEG00000000271	card19
ENSDARP00000118471	ENSDARG00000069321	fam169b	ENSEEEP00000045791	ENSEEEG00000021587	fam169b
ENSDARP00000131320	ENSDARG00000040463	slc25a51b	ENSEEEP00000062664	ENSEEEG00000026616	slc25a51b
ENSDARP00000014240	ENSDARG00000039979	tecrl2b	ENSEEEP00000033777	ENSEEEG00000016080	tecrl2b
ENSDARP00000002507	ENSDARG00000069995	dpy19l1l	ENSEEEP00000024603	ENSEEEG00000011914	dpy19l1l
ENSDARP00000119870	ENSDARG00000059388	bdh1	ENSEEEP00000038891	ENSEEEG00000018448	BDH1
ENSDARP00000121587	ENSDARG00000031911	tns3.2	ENSEEEP00000057678	ENSEEEG00000000808	
ENSDARP00000038258	ENSDARG00000025808	taf5l	ENSEEEP00000061402	ENSEEEG00000027876	TAF5L
ENSDARP00000129778	ENSDARG00000030479	hmgb1b	ENSEEEP00000044969	ENSEEEG00000021224	hmgb1b
ENSDARP00000121308	ENSDARG00000002249	tbxas1	ENSEEEP00000007182	ENSEEEG00000003642	TBXAS1
ENSDARP00000022797	ENSDARG00000008022	kif18a	ENSEEEP00000036663	ENSEEEG00000017404	KIF18A
ENSDARP00000129844	ENSDARG00000062781	glsl	ENSEEEP00000045663	ENSEEEG00000021536	glsl
ENSDARP00000081481	ENSDARG00000061208	rab40c	ENSEEEP00000055347	ENSEEEG00000028941	RAB40C
ENSDARP00000113298	ENSDARG00000073781	si:dkey-17e16.9	ENSEEEP00000037990	ENSEEEG00000018041	si:dkey-17e16.9
ENSDARP00000066986	ENSDARG00000093007	mphosph6	ENSEEEP00000062764	ENSEEEG00000025731	MPHOSPH6
ENSDARP00000154940	ENSDARG00000060308	urb1	ENSEEEP00000015324	ENSEEEG00000007613	URB1
ENSDARP00000001156	ENSDARG00000000651	osgepl1	ENSEEEP00000049400	ENSEEEG00000023216	OSGEPL1
ENSDARP00000031533	ENSDARG00000028507	itgb4	ENSEEEP00000035449	ENSEEEG00000016876	itgb4
ENSDARP00000049098	ENSDARG00000025043	trip13	ENSEEEP00000021479	ENSEEEG00000010432	TRIP13
ENSDARP00000135830	ENSDARG00000100312	hoxa13a	ENSEEEP00000002603	ENSEEEG00000001502	hoxa13a
ENSDARP00000122119	ENSDARG00000086553	nlrc3l1	ENSEEEP00000010478	ENSEEEG00000005302	nlrc3l1
ENSDARP00000105420	ENSDARG00000035074	rtel1	ENSEEEP00000009043	ENSEEEG00000004656	rtel1
ENSDARP00000106577	ENSDARG00000086158	ccbe1	ENSEEEP00000008707	ENSEEEG00000004519	CCBE1
ENSDARP00000045149	ENSDARG00000008790	actr3b	ENSEEEP00000057022	ENSEEEG00000019121	ACTR3
ENSDARP00000133433	ENSDARG00000099365	evx1	ENSEEEP00000002598	ENSEEEG00000001499	EVX1
ENSDARP00000106946	ENSDARG00000091609	spink4	ENSEEEP00000037199	ENSEEEG00000017682	spink4
ENSDARP00000127061	ENSDARG00000043485	si:ch211-22i13.2	ENSEEEP00000016345	ENSEEEG00000008085	si:ch211-22i13.2
ENSDARP00000133272	ENSDARG00000104307	hoxa1a	ENSEEEP00000002623	ENSEEEG00000001513	hoxa1a
ENSDARP00000080475	ENSDARG00000060788	lrrc14b	ENSEEEP00000018158	ENSEEEG00000008931	LRRC14B
ENSDARP00000048822	ENSDARG00000032098	c8g	ENSEEEP00000035160	ENSEEEG00000016731	C8G
ENSDARP00000142669	ENSDARG00000105532	znf16l	ENSEEEP00000042447	ENSEEEG00000020041	znf16l
ENSDARP00000116407	ENSDARG00000070774	irgf1	ENSEEEP00000034594	ENSEEEG00000016453	IRGC
ENSDARP00000071727	ENSDARG00000054975	cxcr2	ENSEEEP00000015072	ENSEEEG00000007500	cxcr2
ENSDARP00000124394	ENSDARG00000063451	ccdc13	ENSEEEP00000055467	ENSEEEG00000025444	ccdc13
ENSDARP00000120441	ENSDARG00000055837	arhgef1	ENSEEEP00000043095	ENSEEEG00000020280	mre11a
ENSDARP00000038292	ENSDARG00000028066	diras1a	ENSEEEP00000051383	ENSEEEG00000024114	diras1a
ENSDARP00000034536	ENSDARG00000026871	uchl1	ENSEEEP00000016068	ENSEEEG00000007960	UCHL1
ENSDARP00000083939	ENSDARG00000062146	larp4b	ENSEEEP00000034683	ENSEEEG00000016440	LARP4B
ENSDARP00000121048	ENSDARG00000035427	surf6	ENSEEEP00000031318	ENSEEEG00000014997	SURF6
ENSDARP00000048045	ENSDARG00000030156	naglu	ENSEEEP00000001566	ENSEEEG00000001002	NAGLU
ENSDARP00000130583	ENSDARG00000040465	irf2b	ENSEEEP00000033337	ENSEEEG00000015844	IRF2
ENSDARP00000126646	ENSDARG00000019406	zgc:63470	ENSEEEP00000035433	ENSEEEG00000016875	C11orf68
ENSDARP00000005747	ENSDARG00000009657	fgfr1op2	ENSEEEP00000045985	ENSEEEG00000021667	FGFR1OP2
ENSDARP00000037286	ENSDARG00000028088	galk1	ENSEEEP00000011269	ENSEEEG00000005712	GALK1
ENSDARP00000060398	ENSDARG00000041203	drap1	ENSEEEP00000064331	ENSEEEG00000028014	DRAP1
ENSDARP00000122253	ENSDARG00000009885	sult3st1	ENSEEEP00000042207	ENSEEEG00000019940	sult3st1
ENSDARP00000119350	ENSDARG00000079632	pold4	ENSEEEP00000006797	ENSEEEG00000003589	si:dkey-28b4.7
ENSDARP00000150886	ENSDARG00000077368	slc30a6	ENSEEEP00000052934	ENSEEEG00000006454	SLC30A6
ENSDARP00000124389	ENSDARG00000058597	nt5c3a	ENSEEEP00000057784	ENSEEEG00000012644	NT5C3A
ENSDARP00000119275	ENSDARG00000014806	hacd2	ENSEEEP00000061370	ENSEEEG00000015154	HACD2
ENSDARP00000114485	ENSDARG00000007671	ghrb	ENSEEEP00000013829	ENSEEEG00000006880	ghrb
