Hsa Gene ID	Hsa Protein ID	Hsa Gene Name	Eel Gene ID	Eel Protein ID	Eel Gene Name
ENSP00000498029	ENSG00000057657	PRDM1	ENSEEEP00000054905	ENSEEEG00000025307	prdm1a
ENSP00000576221	ENSG00000163812	ZDHHC3	ENSEEEP00000036022	ENSEEEG00000017136	zdhhc3b
ENSP00000663116	ENSG00000065325	GLP2R	ENSEEEP00000014666	ENSEEEG00000007296	
ENSP00000609848	ENSG00000129292	PHF20L1	ENSEEEP00000036164	ENSEEEG00000017197	PHF20L1
ENSP00000364412	ENSG00000130948	HSD17B3	ENSEEEP00000016827	ENSEEEG00000008338	HSD17B3
ENSP00000360425	ENSG00000172348	RCAN2	ENSEEEP00000040572	ENSEEEG00000019217	RCAN2
ENSP00000580028	ENSG00000070731	ST6GALNAC2	ENSEEEP00000001951	ENSEEEG00000001219	st6galnac
ENSP00000621012	ENSG00000112699	GMDS	ENSEEEP00000061960	ENSEEEG00000010849	GMDS
ENSP00000518840	ENSG00000111012	CYP27B1	ENSEEEP00000032485	ENSEEEG00000015460	CYP27B1
ENSP00000634435	ENSG00000152133	GPATCH11	ENSEEEP00000008819	ENSEEEG00000004558	GPATCH11
ENSP00000333920	ENSG00000125482	TTF1	ENSEEEP00000051306	ENSEEEG00000024074	ttf1.3
ENSP00000387180	ENSG00000141378	PTRH2	ENSEEEP00000004633	ENSEEEG00000002418	PTRH2
ENSP00000528732	ENSG00000151413	NUBPL	ENSEEEP00000035960	ENSEEEG00000017106	NUBPL
ENSP00000636942	ENSG00000241399	CD302	ENSEEEP00000050159	ENSEEEG00000023594	CD302
ENSP00000295926	ENSG00000163660	CCNL1	ENSEEEP00000033286	ENSEEEG00000015731	ccnl1a
ENSP00000786266	ENSG00000183605	SFXN4	ENSEEEP00000009758	ENSEEEG00000004963	SFXN4
ENSP00000321386	ENSG00000177294	FBXO39	ENSEEEP00000042995	ENSEEEG00000020295	FBXO39
ENSP00000561240	ENSG00000167005	NUDT21	ENSEEEP00000048756	ENSEEEG00000022936	NUDT21
ENSP00000554618	ENSG00000155846	PPARGC1B	ENSEEEP00000029688	ENSEEEG00000014222	PPARGC1B
ENSP00000381148	ENSG00000175215	CTDSP2	ENSEEEP00000030460	ENSEEEG00000014597	CTDSP2
ENSP00000601426	ENSG00000020426	MNAT1	ENSEEEP00000049294	ENSEEEG00000023169	MNAT1
ENSP00000360672	ENSG00000124171	PARD6B	ENSEEEP00000036483	ENSEEEG00000017340	PARD6B
ENSP00000507991	ENSG00000013619	MAMLD1	ENSEEEP00000023961	ENSEEEG00000011640	MAMLD1
ENSP00000353868	ENSG00000132635	PCED1A	ENSEEEP00000057484	ENSEEEG00000023360	fam113
ENSP00000306678	ENSG00000170209	ANKK1	ENSEEEP00000033946	ENSEEEG00000016169	ankk1
ENSP00000550845	ENSG00000241935	HOGA1	ENSEEEP00000012196	ENSEEEG00000006148	HOGA1
ENSP00000410396	ENSG00000184220	CMSS1	ENSEEEP00000016644	ENSEEEG00000008241	CMSS1
ENSP00000520781	ENSG00000102390	PBDC1	ENSEEEP00000016946	ENSEEEG00000008400	PBDC1
ENSP00000795988	ENSG00000110011	DNAJC4	ENSEEEP00000034726	ENSEEEG00000016508	DNAJC4
ENSP00000522221	ENSG00000187266	EPOR	ENSEEEP00000058504	ENSEEEG00000026570	EPOR
ENSP00000311135	ENSG00000150990	DHX37	ENSEEEP00000023256	ENSEEEG00000011275	DHX37
ENSP00000666644	ENSG00000151023	ENKUR	ENSEEEP00000001839	ENSEEEG00000001163	ENKUR
ENSP00000427715	ENSG00000164684	ZNF704	ENSEEEP00000031533	ENSEEEG00000015087	ZNF704
ENSP00000417651	ENSG00000138495	COX17	ENSEEEP00000018955	ENSEEEG00000009293	COX17
ENSP00000352272	ENSG00000177791	MYOZ1	ENSEEEP00000011586	ENSEEEG00000005830	myoz1a
ENSP00000322652	ENSG00000104497	SNX16	ENSEEEP00000015299	ENSEEEG00000007607	SNX16
ENSP00000494123	ENSG00000018610	STEEP1	ENSEEEP00000000076	ENSEEEG00000000045	STEEP1
ENSP00000604161	ENSG00000103502	CDIPT	ENSEEEP00000003764	ENSEEEG00000002032	CDIPT
ENSP00000238379	ENSG00000119431	HDHD3	ENSEEEP00000018037	ENSEEEG00000008882	HDHD3
ENSP00000261530	ENSG00000089916	GPATCH2L	ENSEEEP00000043972	ENSEEEG00000020769	GPATCH2L
ENSP00000318607	ENSG00000179241	LDLRAD3	ENSEEEP00000062778	ENSEEEG00000025619	LDLRAD3
ENSP00000364621	ENSG00000157303	SUSD3	ENSEEEP00000003922	ENSEEEG00000002097	
ENSP00000430128	ENSG00000184672	RALYL	ENSEEEP00000015301	ENSEEEG00000007608	hnrnpc
ENSP00000554108	ENSG00000123243	ITIH5	ENSEEEP00000032203	ENSEEEG00000015361	ITIH5
ENSP00000359518	ENSG00000101189	MRGBP	ENSEEEP00000024830	ENSEEEG00000012031	MRGBP
ENSP00000650942	ENSG00000175348	TMEM9B	ENSEEEP00000030881	ENSEEEG00000014778	TMEM9
ENSP00000604654	ENSG00000124160	NCOA5	ENSEEEP00000015652	ENSEEEG00000007755	NCOA5
ENSP00000791764	ENSG00000104853	CLPTM1	ENSEEEP00000025390	ENSEEEG00000012322	CLPTM1
ENSP00000610469	ENSG00000126953	TIMM8A	ENSEEEP00000031159	ENSEEEG00000014920	TIMM8A
ENSP00000545880	ENSG00000175287	PHYHD1	ENSEEEP00000040012	ENSEEEG00000018972	PHYHD1
ENSP00000599844	ENSG00000167513	CDT1	ENSEEEP00000041412	ENSEEEG00000019584	CDT1
ENSP00000364346	ENSG00000131061	ZNF341	ENSEEEP00000023838	ENSEEEG00000011568	ZNF341
ENSP00000440273	ENSG00000160999	SH2B2	ENSEEEP00000051930	ENSEEEG00000024365	SH2B2
ENSP00000748232	ENSG00000089157	RPLP0	ENSEEEP00000003781	ENSEEEG00000002037	RPLP0
ENSP00000778581	ENSG00000171766	GATM	ENSEEEP00000054286	ENSEEEG00000018363	GATM
ENSP00000572800	ENSG00000214253	FIS1	ENSEEEP00000039124	ENSEEEG00000018580	FIS1
ENSP00000743949	ENSG00000145592	RPL37	ENSEEEP00000020870	ENSEEEG00000010180	rpl37
ENSP00000494538	ENSG00000102974	CTCF	ENSEEEP00000048722	ENSEEEG00000022925	CTCF
ENSP00000360412	ENSG00000173145	NOC3L	ENSEEEP00000038578	ENSEEEG00000018261	NOC3L
ENSP00000617359	ENSG00000091127	PUS7	ENSEEEP00000041091	ENSEEEG00000019428	PUS7
ENSP00000353850	ENSG00000119185	ITGB1BP1	ENSEEEP00000035578	ENSEEEG00000016941	ITGB1BP1
ENSP00000455459	ENSG00000188266	HYKK	ENSEEEP00000059355	ENSEEEG00000028926	hykk.1
ENSP00000307214	ENSG00000168806	LCMT2	ENSEEEP00000039212	ENSEEEG00000018635	lcmt2
ENSP00000377224	ENSG00000129355	CDKN2D	ENSEEEP00000009535	ENSEEEG00000004881	CDKN2D
ENSP00000238936	ENSG00000138111	SLC68A1	ENSEEEP00000011289	ENSEEEG00000005723	MFSD13A
ENSP00000262958	ENSG00000060558	GNA15	ENSEEEP00000020774	ENSEEEG00000010128	gna15.4
ENSP00000362800	ENSG00000147174	GCNA	ENSEEEP00000017607	ENSEEEG00000008697	gcna
ENSP00000354223	ENSG00000060762	MPC1	ENSEEEP00000012862	ENSEEEG00000006459	MPC1
ENSP00000528153	ENSG00000068354	TBC1D25	ENSEEEP00000024843	ENSEEEG00000012035	TBC1D25
ENSP00000262962	ENSG00000105248	YJU2	ENSEEEP00000058786	ENSEEEG00000025141	YJU2
ENSP00000800354	ENSG00000163319	MRPS18C	ENSEEEP00000030440	ENSEEEG00000014582	mrps18c
ENSP00000302621	ENSG00000171236	LRG1	ENSEEEP00000043722	ENSEEEG00000020667	si:dkey-90m5.4
ENSP00000513482	ENSG00000166224	SGPL1	ENSEEEP00000035882	ENSEEEG00000017070	SGPL1
ENSP00000395122	ENSG00000178234	GALNT11	ENSEEEP00000047873	ENSEEEG00000022519	GALNT11
ENSP00000244020	ENSG00000124193	SRSF6	ENSEEEP00000018133	ENSEEEG00000008920	srsf6a
ENSP00000621389	ENSG00000125351	UPF3B	ENSEEEP00000030218	ENSEEEG00000014486	UPF3B
ENSP00000626454	ENSG00000165633	VSTM4	ENSEEEP00000002967	ENSEEEG00000001690	vstm4a
ENSP00000380326	ENSG00000166619	BLCAP	ENSEEEP00000004818	ENSEEEG00000002514	BLCAP
ENSP00000350102	ENSG00000198113	TOR4A	ENSEEEP00000022281	ENSEEEG00000010816	tor4aa
ENSP00000381785	ENSG00000119471	HSDL2	ENSEEEP00000023041	ENSEEEG00000011182	HSDL2
ENSP00000628132	ENSG00000134461	ANKRD16	ENSEEEP00000050289	ENSEEEG00000023654	ANKRD16
ENSP00000262318	ENSG00000103249	CLCN7	ENSEEEP00000052865	ENSEEEG00000020612	CLCN7
ENSP00000512895	ENSG00000101003	GINS1	ENSEEEP00000009268	ENSEEEG00000004750	GINS1
ENSP00000510785	ENSG00000011332	DPF1	ENSEEEP00000057713	ENSEEEG00000023690	DPF1
ENSP00000552572	ENSG00000109458	GAB1	ENSEEEP00000011726	ENSEEEG00000005905	GAB1
ENSP00000791599	ENSG00000107902	LHPP	ENSEEEP00000007913	ENSEEEG00000004128	LHPP
ENSP00000534725	ENSG00000124191	TOX2	ENSEEEP00000017742	ENSEEEG00000008762	TOX2
ENSP00000547011	ENSG00000198382	UVRAG	ENSEEEP00000028765	ENSEEEG00000013781	UVRAG
ENSP00000510190	ENSG00000099219	ERMP1	ENSEEEP00000002687	ENSEEEG00000001555	ERMP1
ENSP00000361186	ENSG00000172315	TP53RK	ENSEEEP00000003826	ENSEEEG00000002051	TP53RK
ENSP00000246062	ENSG00000125863	MKKS	ENSEEEP00000018149	ENSEEEG00000008926	MKKS
ENSP00000296641	ENSG00000164220	F2RL2	ENSEEEP00000013819	ENSEEEG00000006873	F2RL2
ENSP00000371587	ENSG00000185774	KCNIP4	ENSEEEP00000007400	ENSEEEG00000003883	KCNIP4
ENSP00000367239	ENSG00000165983	PTER	ENSEEEP00000036713	ENSEEEG00000017427	PTER
ENSP00000411274	ENSG00000059377	TBXAS1	ENSEEEP00000007182	ENSEEEG00000003642	TBXAS1
ENSP00000364902	ENSG00000101346	POFUT1	ENSEEEP00000023733	ENSEEEG00000011494	POFUT1
ENSP00000627092	ENSG00000109472	CPE	ENSEEEP00000016710	ENSEEEG00000008281	CPE
ENSP00000733568	ENSG00000078403	MLLT10	ENSEEEP00000035178	ENSEEEG00000016738	MLLT10
ENSP00000332591	ENSG00000185149	NPY2R	ENSEEEP00000025002	ENSEEEG00000012126	npy2rl
ENSP00000591236	ENSG00000136875	PRPF4	ENSEEEP00000033396	ENSEEEG00000015778	PRPF4
ENSP00000337862	ENSG00000172818	OVOL1	ENSEEEP00000036778	ENSEEEG00000017459	zgc:171929
ENSP00000617065	ENSG00000068305	MEF2A	ENSEEEP00000048804	ENSEEEG00000022953	mef2aa
ENSP00000414979	ENSG00000073060	SCARB1	ENSEEEP00000063185	ENSEEEG00000020899	SCARB1
ENSP00000328777	ENSG00000184349	EFNA5	ENSEEEP00000019236	ENSEEEG00000009428	efna5b
ENSP00000429793	ENSG00000171530	TBCA	ENSEEEP00000052555	ENSEEEG00000024615	TBCA
ENSP00000414066	ENSG00000196636	SDHAF3	ENSEEEP00000057991	ENSEEEG00000025305	SDHAF3
ENSP00000405068	ENSG00000087269	NOP14	ENSEEEP00000000583	ENSEEEG00000000391	NOP14
ENSP00000792457	ENSG00000105372	RPS19	ENSEEEP00000029301	ENSEEEG00000014039	RPS19
ENSP00000339047	ENSG00000127399	LRRC61	ENSEEEP00000002472	ENSEEEG00000001446	LRRC61
ENSP00000397269	ENSG00000035141	FAM136A	ENSEEEP00000062497	ENSEEEG00000028531	fam136a
ENSP00000223145	ENSG00000106415	GLCCI1	ENSEEEP00000024414	ENSEEEG00000011839	glcci1a
ENSP00000499243	ENSG00000186684	CYP27C1	ENSEEEP00000022598	ENSEEEG00000010979	CYP27C1
ENSP00000345702	ENSG00000001167	NFYA	ENSEEEP00000028822	ENSEEEG00000013840	nfyal
ENSP00000577038	ENSG00000130222	GADD45G	ENSEEEP00000043486	ENSEEEG00000020561	gadd45ga
ENSP00000279168	ENSG00000149735	GPHA2	ENSEEEP00000049625	ENSEEEG00000023333	GPHA2
ENSP00000790760	ENSG00000101152	DNAJC5	ENSEEEP00000033842	ENSEEEG00000016112	dnajc5aa
ENSP00000264029	ENSG00000118094	TREH	ENSEEEP00000064587	ENSEEEG00000018108	TREH
ENSP00000373304	ENSG00000154781	CCDC174	ENSEEEP00000020156	ENSEEEG00000009842	CCDC174
ENSP00000365411	ENSG00000077420	APBB1IP	ENSEEEP00000007826	ENSEEEG00000004090	APBB1IP
ENSP00000308405	ENSG00000105968	H2AZ2	ENSEEEP00000019093	ENSEEEG00000009332	h2az2a
ENSP00000360183	ENSG00000124222	STX16	ENSEEEP00000037375	ENSEEEG00000017766	stx16
ENSP00000577888	ENSG00000174564	IL20RB	ENSEEEP00000023169	ENSEEEG00000011235	crfb16
ENSP00000273968	ENSG00000145337	PYURF	ENSEEEP00000015860	ENSEEEG00000007838	PYURF
ENSP00000484398	ENSG00000183963	SMTN	ENSEEEP00000008852	ENSEEEG00000004569	smtnb
ENSP00000421169	ENSG00000188848	BEND4	ENSEEEP00000062419	ENSEEEG00000027917	BEND4
ENSP00000621083	ENSG00000148541	FAM13C	ENSEEEP00000003547	ENSEEEG00000001947	FAM13C
ENSP00000522653	ENSG00000131966	ACTR10	ENSEEEP00000025280	ENSEEEG00000012261	ACTR10
ENSP00000344299	ENSG00000188647	PTAR1	ENSEEEP00000026955	ENSEEEG00000013012	PTAR1
ENSP00000243673	ENSG00000123901	GPR83	ENSEEEP00000050829	ENSEEEG00000023870	GPR83
ENSP00000301825	ENSG00000168032	ENTPD3	ENSEEEP00000024251	ENSEEEG00000011744	entpd3
ENSP00000518228	ENSG00000166164	BRD7	ENSEEEP00000041220	ENSEEEG00000019507	BRD7
ENSP00000263897	ENSG00000053501	USE1	ENSEEEP00000057172	ENSEEEG00000026203	USE1
ENSP00000596490	ENSG00000038002	AGA	ENSEEEP00000012754	ENSEEEG00000006411	AGA
ENSP00000526482	ENSG00000214517	PPME1	ENSEEEP00000010268	ENSEEEG00000005198	PPME1
ENSP00000420168	ENSG00000244067	GSTA2	ENSEEEP00000018383	ENSEEEG00000009026	Gsta3
ENSP00000738710	ENSG00000103042	SLC38A7	ENSEEEP00000007423	ENSEEEG00000003891	SLC38A7
ENSP00000478305	ENSG00000088826	SMOX	ENSEEEP00000024940	ENSEEEG00000012097	SMOX
ENSP00000425010	ENSG00000168421	RHOH	ENSEEEP00000017890	ENSEEEG00000008831	RHOH
ENSP00000727931	ENSG00000120837	NFYB	ENSEEEP00000055405	ENSEEEG00000004480	nfyba
ENSP00000344794	ENSG00000124615	MOCS1	ENSEEEP00000057231	ENSEEEG00000006169	MOCS1
ENSP00000359215	ENSG00000107807	TLX1	ENSEEEP00000001010	ENSEEEG00000000686	TLX1
ENSP00000342828	ENSG00000119919	NKX2-3	ENSEEEP00000006309	ENSEEEG00000003356	nkx2.3
ENSP00000719200	ENSG00000081154	PCNP	ENSEEEP00000040504	ENSEEEG00000019186	PCNP
ENSP00000552452	ENSG00000109758	HGFAC	ENSEEEP00000007689	ENSEEEG00000004029	HGFAC
ENSP00000631155	ENSG00000060566	CREB3L3	ENSEEEP00000047821	ENSEEEG00000022509	creb3l3a
ENSP00000363382	ENSG00000106868	SUSD1	ENSEEEP00000002547	ENSEEEG00000001469	SUSD1
ENSP00000631838	ENSG00000132639	SNAP25	ENSEEEP00000010904	ENSEEEG00000005459	snap25a
ENSP00000620297	ENSG00000053254	FOXN3	ENSEEEP00000056520	ENSEEEG00000025086	FOXN3
ENSP00000535287	ENSG00000169903	TM4SF4	ENSEEEP00000050918	ENSEEEG00000023911	TM4SF4
ENSP00000524307	ENSG00000213782	DDX47	ENSEEEP00000004657	ENSEEEG00000002428	DDX47
ENSP00000260803	ENSG00000138231	DBR1	ENSEEEP00000055788	ENSEEEG00000018643	DBR1
ENSP00000599637	ENSG00000107614	TRDMT1	ENSEEEP00000020257	ENSEEEG00000009889	TRDMT1
ENSP00000333401	ENSG00000185608	MRPL40	ENSEEEP00000031780	ENSEEEG00000015175	MRPL40
ENSP00000579818	ENSG00000114315	HES1	ENSEEEP00000014218	ENSEEEG00000007061	her6
ENSP00000581537	ENSG00000115486	GGCX	ENSEEEP00000036303	ENSEEEG00000017259	GGCX
ENSP00000501408	ENSG00000140157	NIPA2	ENSEEEP00000037878	ENSEEEG00000018005	NIPA2
ENSP00000579042	ENSG00000100234	TIMP3	ENSEEEP00000027083	ENSEEEG00000013074	TIMP3
ENSP00000376304	ENSG00000184986	TMEM121	ENSEEEP00000007346	ENSEEEG00000003858	tmem121aa
ENSP00000390531	ENSG00000053770	AP5M1	ENSEEEP00000035612	ENSEEEG00000016961	AP5M1
ENSP00000682614	ENSG00000119487	MAPKAP1	ENSEEEP00000041289	ENSEEEG00000019539	MAPKAP1
ENSP00000631162	ENSG00000101161	PRPF6	ENSEEEP00000062100	ENSEEEG00000024534	PRPF6
ENSP00000362401	ENSG00000173198	CYSLTR1	ENSEEEP00000047952	ENSEEEG00000022585	CYSLTR1
ENSP00000677161	ENSG00000085382	HACE1	ENSEEEP00000053880	ENSEEEG00000020787	HACE1
ENSP00000612723	ENSG00000188026	RILPL1	ENSEEEP00000045935	ENSEEEG00000021647	RILPL1
ENSP00000365899	ENSG00000100987	VSX1	ENSEEEP00000011379	ENSEEEG00000005752	VSX1
ENSP00000622752	ENSG00000125912	NCLN	ENSEEEP00000021305	ENSEEEG00000010373	NCLN
ENSP00000602733	ENSG00000101474	APMAP	ENSEEEP00000063449	ENSEEEG00000028636	APMAP
ENSP00000342755	ENSG00000181852	RNF41	ENSEEEP00000055285	ENSEEEG00000024678	RNF41
ENSP00000602163	ENSG00000101412	E2F1	ENSEEEP00000023841	ENSEEEG00000011570	E2F1
ENSP00000520818	ENSG00000118816	CCNI	ENSEEEP00000007778	ENSEEEG00000004069	CCNI
ENSP00000395281	ENSG00000160345	PIERCE1	ENSEEEP00000021610	ENSEEEG00000010519	si:ch211-248e11.2
ENSP00000726927	ENSG00000164961	WASHC5	ENSEEEP00000007997	ENSEEEG00000004162	WASHC5
ENSP00000549642	ENSG00000165476	REEP3	ENSEEEP00000032237	ENSEEEG00000015377	reep3b
ENSP00000222266	ENSG00000205155	PSENEN	ENSEEEP00000041485	ENSEEEG00000019617	psenen
ENSP00000591555	ENSG00000114346	ECT2	ENSEEEP00000050695	ENSEEEG00000023822	ECT2
ENSP00000615739	ENSG00000122367	LDB3	ENSEEEP00000011573	ENSEEEG00000005827	ldb3a
ENSP00000216144	ENSG00000100314	CABP7	ENSEEEP00000019495	ENSEEEG00000009560	CABP7
ENSP00000295683	ENSG00000163464	CXCR1	ENSEEEP00000015072	ENSEEEG00000007500	cxcr2
ENSP00000548682	ENSG00000100413	POLR3H	ENSEEEP00000052294	ENSEEEG00000024516	POLR3H
ENSP00000507100	ENSG00000111554	MDM1	ENSEEEP00000000190	ENSEEEG00000000144	MDM1
ENSP00000368766	ENSG00000171873	ADRA1D	ENSEEEP00000024942	ENSEEEG00000012100	ADRA1D
ENSP00000623226	ENSG00000136542	GALNT5	ENSEEEP00000061715	ENSEEEG00000020531	GALNT5
ENSP00000494193	ENSG00000101276	SLC52A3	ENSEEEP00000001684	ENSEEEG00000001075	SLC52A3
ENSP00000354152	ENSG00000103248	MTHFSD	ENSEEEP00000036050	ENSEEEG00000017146	MTHFSD
ENSP00000380037	ENSG00000197296	FITM2	ENSEEEP00000050647	ENSEEEG00000023807	FITM2
ENSP00000641966	ENSG00000100311	PDGFB	ENSEEEP00000025766	ENSEEEG00000012483	pdgfba
ENSP00000385579	ENSG00000162929	SANBR	ENSEEEP00000060240	ENSEEEG00000027774	
ENSP00000474230	ENSG00000270885	RASL10B	ENSEEEP00000056297	ENSEEEG00000027764	RASL10B
ENSP00000460567	ENSG00000166676	TVP23A	ENSEEEP00000036717	ENSEEEG00000017431	TVP23A
ENSP00000261427	ENSG00000078140	UBE2K	ENSEEEP00000009338	ENSEEEG00000004792	ube2ka
ENSP00000768864	ENSG00000104325	DECR1	ENSEEEP00000049002	ENSEEEG00000023025	DECR1
ENSP00000363942	ENSG00000078804	TP53INP2	ENSEEEP00000054015	ENSEEEG00000028764	TP53INP2
ENSP00000451976	ENSG00000100577	GSTZ1	ENSEEEP00000035410	ENSEEEG00000016867	GSTZ1
ENSP00000630226	ENSG00000111737	RAB35	ENSEEEP00000062617	ENSEEEG00000026028	RAB35
ENSP00000274024	ENSG00000145384	FABP2	ENSEEEP00000037093	ENSEEEG00000017585	FABP2
ENSP00000243903	ENSG00000101442	ACTR5	ENSEEEP00000029956	ENSEEEG00000014351	ACTR5
ENSP00000413289	ENSG00000081320	STK17B	ENSEEEP00000002894	ENSEEEG00000001654	STK17B
ENSP00000510165	ENSG00000107929	LARP4B	ENSEEEP00000034683	ENSEEEG00000016440	LARP4B
ENSP00000416149	ENSG00000104907	TRMT1	ENSEEEP00000045625	ENSEEEG00000021353	TRMT1
ENSP00000364037	ENSG00000136891	TEX10	ENSEEEP00000016365	ENSEEEG00000008102	TEX10
ENSP00000641912	ENSG00000061918	GUCY1B1	ENSEEEP00000009212	ENSEEEG00000004720	GUCY1B1
ENSP00000486540	ENSG00000144580	CNOT9	ENSEEEP00000026509	ENSEEEG00000012825	CNOT9
ENSP00000336775	ENSG00000182253	SYNM	ENSEEEP00000045749	ENSEEEG00000021567	SYNM
ENSP00000428518	ENSG00000168546	GFRA2	ENSEEEP00000017314	ENSEEEG00000008553	gfra2b
ENSP00000619816	ENSG00000158186	MRAS	ENSEEEP00000054707	ENSEEEG00000027873	MRAS
ENSP00000257857	ENSG00000135404	CD63	ENSEEEP00000057644	ENSEEEG00000004952	cd63
ENSP00000290536	ENSG00000159374	M1AP	ENSEEEP00000018205	ENSEEEG00000008946	M1AP
ENSP00000414657	ENSG00000164920	OSR2	ENSEEEP00000031119	ENSEEEG00000014907	OSR2
ENSP00000376776	ENSG00000123454	DBH	ENSEEEP00000022077	ENSEEEG00000010724	DBH
ENSP00000245543	ENSG00000125449	ARMC7	ENSEEEP00000017828	ENSEEEG00000008803	ARMC7
ENSP00000314709	ENSG00000178764	ZHX2	ENSEEEP00000055034	ENSEEEG00000027993	zhx2a
ENSP00000567868	ENSG00000113889	KNG1	ENSEEEP00000024693	ENSEEEG00000011957	KNG1
ENSP00000600419	ENSG00000148384	INPP5E	ENSEEEP00000046826	ENSEEEG00000022042	INPP5E
ENSP00000427694	ENSG00000173868	PHOSPHO1	ENSEEEP00000033527	ENSEEEG00000015942	PHOSPHO1
ENSP00000503050	ENSG00000104368	PLAT	ENSEEEP00000005244	ENSEEEG00000002691	PLAT
ENSP00000482504	ENSG00000278570	NR2E3	ENSEEEP00000003194	ENSEEEG00000001799	NR2E3
ENSP00000380734	ENSG00000171262	FAM98B	ENSEEEP00000015815	ENSEEEG00000007822	FAM98B
ENSP00000363329	ENSG00000136868	SLC31A1	ENSEEEP00000033420	ENSEEEG00000015882	SLC31A1
ENSP00000341550	ENSG00000188467	SLC24A5	ENSEEEP00000032639	ENSEEEG00000015561	SLC24A5
ENSP00000386264	ENSG00000155755	TMEM237	ENSEEEP00000018694	ENSEEEG00000009196	tmem237b
ENSP00000314295	ENSG00000284753	EEF1AKMT4	ENSEEEP00000053305	ENSEEEG00000025787	ece2a
ENSP00000599169	ENSG00000151576	QTRT2	ENSEEEP00000044383	ENSEEEG00000020966	QTRT2
ENSP00000295121	ENSG00000243667	DNAAF10	ENSEEEP00000018304	ENSEEEG00000008989	wdr92
ENSP00000777627	ENSG00000169249	ZRSR2	ENSEEEP00000008639	ENSEEEG00000004483	ZRSR2
ENSP00000452126	ENSG00000182175	RGMA	ENSEEEP00000036688	ENSEEEG00000017417	RGMA
ENSP00000287600	ENSG00000156973	PDE6D	ENSEEEP00000032534	ENSEEEG00000015512	PDE6D
ENSP00000426421	ENSG00000034533	ASTE1	ENSEEEP00000002564	ENSEEEG00000001479	ASTE1
ENSP00000544716	ENSG00000103876	FAH	ENSEEEP00000029781	ENSEEEG00000014251	FAH
ENSP00000312224	ENSG00000129480	DTD2	ENSEEEP00000035956	ENSEEEG00000017104	DTD2
ENSP00000498288	ENSG00000102125	TAFAZZIN	ENSEEEP00000020143	ENSEEEG00000009836	taz
ENSP00000407375	ENSG00000233276	GPX1	ENSEEEP00000020198	ENSEEEG00000009861	gpx1a
ENSP00000281741	ENSG00000087301	TXNDC16	ENSEEEP00000026453	ENSEEEG00000012798	TXNDC16
ENSP00000421772	ENSG00000113430	IRX4	ENSEEEP00000006861	ENSEEEG00000003625	irx4a
ENSP00000796055	ENSG00000067365	METTL22	ENSEEEP00000043120	ENSEEEG00000020357	METTL22
ENSP00000619622	ENSG00000187231	SESTD1	ENSEEEP00000010223	ENSEEEG00000005066	SESTD1
ENSP00000614776	ENSG00000108100	CCNY	ENSEEEP00000000271	ENSEEEG00000000185	CCNY
ENSP00000682554	ENSG00000125046	SSUH2	ENSEEEP00000049558	ENSEEEG00000023301	ssuh2rs1
ENSP00000266718	ENSG00000139329	LUM	ENSEEEP00000029268	ENSEEEG00000014027	LUM
ENSP00000556690	ENSG00000197586	ENTPD6	ENSEEEP00000011375	ENSEEEG00000005751	ENTPD6
ENSP00000525681	ENSG00000100591	AHSA1	ENSEEEP00000035530	ENSEEEG00000016921	ahsa1b
ENSP00000622449	ENSG00000132434	LANCL2	ENSEEEP00000015381	ENSEEEG00000007637	LANCL2
ENSP00000287139	ENSG00000156574	NODAL	ENSEEEP00000054536	ENSEEEG00000028949	ndr1
ENSP00000764672	ENSG00000197889	MEIG1	ENSEEEP00000008262	ENSEEEG00000004326	MEIG1
ENSP00000347836	ENSG00000186591	UBE2H	ENSEEEP00000022334	ENSEEEG00000010839	UBE2H
ENSP00000364919	ENSG00000165023	DIRAS2	ENSEEEP00000041924	ENSEEEG00000019813	DIRAS2
ENSP00000729743	ENSG00000167103	PIP5KL1	ENSEEEP00000004847	ENSEEEG00000002529	PIP5KL1
ENSP00000313572	ENSG00000177453	NIM1K	ENSEEEP00000060973	ENSEEEG00000020536	NIM1K
ENSP00000359019	ENSG00000107859	PITX3	ENSEEEP00000008962	ENSEEEG00000004623	pitx3
ENSP00000608699	ENSG00000148429	USP6NL	ENSEEEP00000029481	ENSEEEG00000014118	USP6NL
ENSP00000350937	ENSG00000135269	TES	ENSEEEP00000015787	ENSEEEG00000007809	TES
ENSP00000405529	ENSG00000101966	XIAP	ENSEEEP00000035197	ENSEEEG00000016746	XIAP
ENSP00000580507	ENSG00000136877	FPGS	ENSEEEP00000026028	ENSEEEG00000012260	FPGS
ENSP00000268184	ENSG00000140577	CRTC3	ENSEEEP00000056921	ENSEEEG00000025035	CRTC3
ENSP00000340648	ENSG00000086758	HUWE1	ENSEEEP00000030867	ENSEEEG00000013961	huwe1
ENSP00000564049	ENSG00000156398	SFXN2	ENSEEEP00000011318	ENSEEEG00000005732	SFXN2
ENSP00000346879	ENSG00000136352	NKX2-1	ENSEEEP00000045068	ENSEEEG00000021275	nkx2.1
ENSP00000503677	ENSG00000072121	ZFYVE26	ENSEEEP00000048845	ENSEEEG00000022971	ZFYVE26
ENSP00000521616	ENSG00000166794	PPIB	ENSEEEP00000037693	ENSEEEG00000017919	PPIB
ENSP00000560486	ENSG00000104412	EMC2	ENSEEEP00000033957	ENSEEEG00000016180	EMC2
